NAME	SYMBOL	TITLE	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_86	Gskip	na	3454	0.36202043294906616	0.54077184	Yes	
row_87	Hip1r	na	3490	0.3563850522041321	0.5431729	Yes	
row_88	Plekhb2	na	3549	0.34536686539649963	0.5448777	Yes	
row_89	Hdgf	na	3565	0.34389248490333557	0.54767936	Yes	
row_90	Nsmf	na	3624	0.33631956577301025	0.5493003	Yes	
row_91	Rtn3	na	3660	0.33087030053138733	0.55146474	Yes	
row_92	Mrps28	na	3859	0.3021538555622101	0.5491533	Yes	
row_93	Nutf2	na	3874	0.3003638982772827	0.55157715	Yes	
row_94	Tbcd	na	3902	0.29523658752441406	0.5536177	Yes	
row_95	Fkbp1a	na	3981	0.2837180197238922	0.5542344	Yes	
row_96	Neil3	na	4026	0.27712124586105347	0.55566794	Yes	
row_97	Cd2bp2	na	4046	0.2752360701560974	0.5577296	Yes	
row_98	Dstn	na	4094	0.2676917314529419	0.5589982	Yes	
row_99	Timm17a	na	4120	0.26393553614616394	0.5608002	Yes	
row_100	Csrp1	na	4140	0.26194119453430176	0.5627386	Yes	
row_101	Nptn	na	4250	0.2472536563873291	0.5622165	Yes	
row_102	Calm3	na	4265	0.24519038200378418	0.5641287	Yes	
row_103	Ppp2r4	na	4319	0.23747532069683075	0.56496215	Yes	
row_104	Haus4	na	4326	0.23700842261314392	0.56700504	Yes	
row_105	Vma21	na	4340	0.23515623807907104	0.56885004	Yes	
row_106	Cdc25a	na	4466	0.2185918092727661	0.56764895	Yes	
row_107	Gatad1	na	4499	0.2133909910917282	0.5688014	Yes	
row_108	Rnf157	na	4539	0.2091192901134491	0.5697335	Yes	
row_109	Dut	na	4548	0.20811527967453003	0.5714568	Yes	
row_110	Sumo3	na	4655	0.1923019289970398	0.57050264	Yes	
row_111	Hint1	na	4663	0.19140519201755524	0.5720968	Yes	
row_112	Cnih4	na	4693	0.18629316985607147	0.5730755	Yes	
row_113	Sec14l1	na	4714	0.18404723703861237	0.57426566	Yes	
row_114	Tmem109	na	4761	0.17863833904266357	0.57473433	Yes	
row_115	Mthfd1	na	4790	0.17346981167793274	0.5756199	Yes	
row_116	Trim37	na	4801	0.1718364953994751	0.5769551	Yes	
row_117	Gale	na	4927	0.15735220909118652	0.57518613	No	
row_118	Dis3	na	5053	0.14026997983455658	0.57325876	No	
row_119	Mrps6	na	5124	0.13200995326042175	0.57267517	No	
row_120	Src	na	5204	0.1192336231470108	0.5717407	No	
row_121	Sgol2	na	5225	0.11779455840587616	0.5723165	No	
row_122	Xrcc6bp1	na	5238	0.11668773740530014	0.57308877	No	
row_123	C1d	na	5282	0.11190511286258698	0.573016	No	
row_124	1700066M21Rik	na	5366	0.09912776947021484	0.57179177	No	
row_125	Coq7	na	5427	0.08993687480688095	0.5710763	No	
row_126	Fdxr	na	5694	0.05297743156552315	0.56469804	No	
row_127	0610009O20Rik	na	5736	0.047971658408641815	0.5640841	No	
row_128	Atad5	na	5765	0.04313424602150917	0.563761	No	
row_129	Prpf19	na	5774	0.04165524244308472	0.5639407	No	
row_130	Pla2g12a	na	5841	0.03352004662156105	0.5625471	No	
row_131	Parp1	na	5864	0.03125547990202904	0.56226873	No	
row_132	Gstcd	na	5894	0.026724502444267273	0.56176764	No	
row_133	Nrn1	na	5919	0.023175515234470367	0.56136274	No	
row_134	Egr2	na	5933	0.021768843755126	0.56122893	No	
row_135	Ap1s1	na	5988	0.01456937100738287	0.5599695	No	
row_136	Atpif1	na	6013	0.01059089694172144	0.5594479	No	
row_137	Rad17	na	6065	0.005187316797673702	0.5581789	No	
row_138	Hsp90aa1	na	6079	0.003748502815142274	0.5578779	No	
row_139	Bcat1	na	16130	0.0	0.29833555	No	
row_140	Cenpk	na	26034	0.0	0.042589445	No	
row_141	Eci1	na	32475	-0.017526498064398766	-0.123561755	No	
row_142	Cyb5r4	na	32525	-0.02406379207968712	-0.12460403	No	
row_143	Ung	na	32543	-0.027384454384446144	-0.12478911	No	
row_144	Prim1	na	32629	-0.038091398775577545	-0.126631	No	
row_145	Slc25a13	na	32683	-0.046042997390031815	-0.12757277	No	
row_146	C030034L19Rik	na	32753	-0.05587262660264969	-0.12883657	No	
row_147	Slc16a1	na	32765	-0.056678641587495804	-0.12859505	No	
row_148	Ccdc104	na	32788	-0.05926014110445976	-0.12861367	No	
row_149	Gdpd5	na	32794	-0.0596446767449379	-0.12818968	No	
row_150	Nf2	na	32895	-0.0739234983921051	-0.13008668	No	
row_151	Rfc2	na	33028	-0.09172777831554413	-0.13264497	No	
row_152	Ptprj	na	33190	-0.11302618682384491	-0.13575467	No	
row_153	Ercc6l	na	33281	-0.12404931336641312	-0.13692859	No	
row_154	Inppl1	na	33336	-0.13429823517799377	-0.13707775	No	
row_155	Cmtm7	na	33525	-0.1626407951116562	-0.14042464	No	
row_156	Ccdc124	na	33612	-0.1763516664505005	-0.14101022	No	
row_157	Htatip2	na	33622	-0.1775483638048172	-0.13959618	No	
row_158	Acot11	na	33711	-0.19172240793704987	-0.14009088	No	
row_159	Diap3	na	33751	-0.19792616367340088	-0.13926262	No	
row_160	Slc45a4	na	33762	-0.19959606230258942	-0.13766995	No	
row_161	Ccdc41	na	33765	-0.20040276646614075	-0.13586318	No	
row_162	Tmem189	na	33825	-0.2101847231388092	-0.13543776	No	
row_163	Cep170b	na	33888	-0.22007949650287628	-0.13499804	No	
row_164	Pck2	na	33914	-0.22532011568546295	-0.13355419	No	
row_165	Pmvk	na	33978	-0.23577356338500977	-0.13299476	No	
row_166	Sod2	na	34008	-0.23888884484767914	-0.13152839	No	
row_167	Exoc2	na	34052	-0.2465714067220688	-0.13035232	No	
row_168	Psmd1	na	34061	-0.2482798993587494	-0.12825653	No	
row_169	Pabpc4	na	34248	-0.2805245816707611	-0.13045861	No	
row_170	Cox19	na	34420	-0.3173118531703949	-0.13193215	No	
row_171	Uba6	na	34563	-0.3416695296764374	-0.1324309	No	
row_172	Ap2s1	na	34634	-0.35562339425086975	-0.13094082	No	
row_173	BC052040	na	34963	-0.36535340547561646	-0.13602342	No	
row_174	Dapp1	na	34979	-0.3681384325027466	-0.13299692	No	
row_175	Brca2	na	35051	-0.3852647542953491	-0.1312578	No	
row_176	Fbxo6	na	35056	-0.38568124175071716	-0.12778454	No	
row_177	Rad54l	na	35066	-0.3868646025657654	-0.124429435	No	
row_178	Farsb	na	35180	-0.41209128499031067	-0.1235262	No	
row_179	Zfp703	na	35198	-0.4145973324775696	-0.12012052	No	
row_180	Fbxw11	na	35260	-0.42729949951171875	-0.11773335	No	
row_181	Ipo11	na	35392	-0.44251343607902527	-0.11701286	No	
row_182	Noa1	na	35505	-0.45487281680107117	-0.11568707	No	
row_183	Tmpo	na	35518	-0.457439124584198	-0.111754976	No	
row_184	Fh1	na	36020	-0.5275512933731079	-0.119801186	No	
row_185	Akirin1	na	36924	-0.6142655611038208	-0.13742496	No	
row_186	Cad	na	36943	-0.6195299029350281	-0.13214469	No	
row_187	Hn1l	na	37380	-0.7338157296180725	-0.13659951	No	
row_188	Ndc1	na	37433	-0.7492021322250366	-0.1309948	No	
row_189	Acads	na	38168	-1.0491946935653687	-0.14022087	No	
row_190	Lsm12	na	38332	-1.1279288530349731	-0.13397068	No	
row_191	Gm5601	na	38340	-1.1300694942474365	-0.12367192	No	
row_192	Stard4	na	38468	-1.255692481994629	-0.11530722	No	
row_193	Hnrnpll	na	38491	-1.2796729803085327	-0.10400851	No	
row_194	Zdhhc6	na	38565	-1.3734904527664185	-0.09315688	No	
row_195	Tada2a	na	38707	-1.6688475608825684	-0.0813224	No	
row_196	Mrpl36	na	38735	-1.773656964302063	-0.06557193	No	
row_197	Nme1	na	38769	-1.959601879119873	-0.04825207	No	
row_198	Hspa14_1	na	38786	-2.048612356185913	-0.029667757	No	
row_199	Rad18	na	38888	-3.5724282264709473	8.523061E-4	No	
