"Feature ID"	"LNTcon1"	"LNTcon2"	"LNTcon3"	"LNTfh1"	"LNTfh2"	"LNTfh3"	"LNTreg1"	"LNTreg2"	"LNTreg3"	"LNTfr1"	"LNTfr2"	"LNTfr3"	"SpleenTcon1"	"SpleenTcon2"	"SpleenTcon3"	"SpleenTfh1"	"SpleenTfh2"	"SpleenTfh3"	"SpleenTreg1"	"SpleenTreg2"	"SpleenTreg3"	"SpleenTfr1"	"SpleenTfr2"	"SpleenTfr3"	"BloodTcon1"	"BloodTcon2"	"BloodTcon3"	"BloodTfh1"	"BloodTfh2"	"BloodTfh3"	"BloodTreg1"	"BloodTreg2"	"BloodTreg3"	"BloodTfr1"	"BloodTfr2"	"BloodTfr3"	"EZH2EXP_F_p_Treg_1"	"EZH2EXP_F_p_Treg_2"	"EZH2EXP_F_p_Treg_3"	"EZH2EXP_F_p_Tfr_1"	"EZH2EXP_F_p_Tfr_2"	"EZH2EXP_F_p_Tfr_3"	"FoxDownFoxP_Tfr_1"	"FoxDownFoxP_Tfr_2"	"FoxDownFoxP_Tfr_3"	"FoxDownFoxMTfr_1"	"FoxDownFoxMTfr_2"	"FoxDownFoxMTfr_3"	"FoxDown_Tfh_1"	"FoxDown_Tfh_2"	"FoxDown_Tfh_3"	"HDM_OVA_Tcon_1"	"HDM_OVA_Tcon_2"	"HDM_OVA_Tfh_1"	"HDM_OVA_Tfh_2"	"HDM_OVA_Tfr_1"	"HDM_OVA_Tfr_2"	"HDM_Tfh_1"	"HDM_Tfh_2"	"HDM_Tfr_1"	"HDM_Tfr_2"	"FoxF_CreN_Tcon_1"	"FoxF_CreN_Tcon_2"	"FoxF_CreN_Tcon_3"	"FoxF_CreN_Tcon_4"	"FoxF_CreN_Treg_1"	"FoxF_CreN_Treg_2"	"FoxF_CreN_Treg_3"	"FoxF_CreN_Treg_4"	"FoxF_CreN_ICOS_1"	"FoxF_CreN_ICOS_2"	"FoxF_CreN_ICOS_3"	"FoxF_CreN_ICOS_4"	"FoxF_CreN_Tfr_1"	"FoxF_CreN_Tfr_2"	"FoxF_CreN_Tfr_3"	"FoxF_CreN_Tfr_4"	"LN_tfr_treg"	"LN_tfr_tfh"	"LN_tfr_tcon"	"SP_tfr_treg"	"SP_tfr_tfh"	"SP_tfr_tcon"	"BL_tfr_treg"	"BL_tfr_tfh"	"BL_tfr_tcon"	"diffexpressed_FC"
"Cwc15"	98.416	70.369	125.604	115.583	126.538	123.652	100.932	117.024	70.332	175.87	195.483	168.766	131.308	102.643	144.161	87.16	82.465	117.17	60.646	103.575	52.145	139.443	167.558	142.185	86.662	97.641	86.466	122.305	113.569	108.534	167.03	121.746	112.4	136.717	126.889	88.747	92.3244248268	111.5526737781	79.6855078623	68.3283529107	107.3536394369	155.0820383983	140.6379850412	60.5157083241	224.6476837599	154.1620887813	97.1996941681	137.4804127369	132.5583659563	144.7796046632	124.3923005368	79.6721891	32.5367129	68.459933	136.366243	74.0115577	193.115293	94.6169836	94.5491663	104.752197	155.432619	101.1323561555	87.0131967226	56.2657419962	130.9059842408	98.3496696709	131.2427374812	166.0994352619	77.0817538285	152.8298100525	122.1470678458	169.4557970238	209.2342678199	144.582650377	157.4135290446	133.1390887899	158.5592707193	"1.74246027028098"	"1.42229806230389"	"1.78700617785726"	"2.34450746957755"	"1.63131023405232"	"1.08283577542876"	"1.04224368767762"	"1.11728552686032"	"1.46418268676006"	"UP"
"Erbb3"	47.463	9.05	15.954	15.566	9.099	11.674	11.021	6.186	0	6.548	17.771	10.763	0	0	8.836	11.543	10.183	2.032	35.86	11.971	3.883	18.531	0.969	29.401	3.051	1.165	0.72	12.183	8.611	0.49	2.386	10.709	50.27	30.761	89.697	0	34.154700514	0	0	0	0	0	21.4792558972	1.6355596844	34.6021313848	0	0.8678544122	0	13.6585898872	9.3253238811	8.1947630421	0.73093752	2.38073509	26.8721232	2.04841997	2.3874696	0	1.47839037	0.49502181	6.7384454	1.24346095	0	0	1.1032498431	0	0	51.4875354734	0	1.1504739377	15.2829810052	9.0222266022	0	4.6600059648	7.3766658356	0	8.850286249	25.2775648973	"1.73989654057549"	"-1.08464182848648"	"-1.48230047384558"	"1.54799097819731"	"1.81979770205244"	"Inf"	"2.8724437389112"	"3.57229125537104"	"26.4042918454936"	"UP"
"Gmpr2"	71.194	58.364	14.794	34.81	19.629	25.498	15.082	15.466	12.788	17.774	26.213	40.039	15.062	60.408	40.648	22.379	48.188	39.17	1.582	22.38	15.532	28.722	10.17	53.018	13.866	23.04	26.633	22.216	24.436	10.119	1.79	0	16.38	54.687	42.661	0	8.5386751285	13.3863208534	27.2429086709	0.8086195611	36.9160736404	58.3403858737	20.4564341878	35.1645332154	16.5025549681	19.5578769349	46.8641382596	2.9565680158	24.1651974927	13.9089576532	44.966135667	13.8878128	7.93578364	33.2702478	20.4841997	17.906022	13.7239294	54.7004436	8.41537082	50.8446335	36.4748545	43.2259264213	64.4232321889	47.4397432517	55.118309154	12.5796089114	11.1051547099	7.6999738201	13.8056872529	18.6053681803	25.6786449448	5.9059661161	54.9880703847	20.6546643396	0	48.8689718969	9.1918417808	"1.73803209123458"	"1.02804141501294"	"-2.22652882157708"	"1.84921452485192"	"-1.36376296915257"	"-1.41522178121301"	"23.8329608938548"	"1.92028267915016"	"1.85160590277778"	"UP"
"Csgalnact2"	30.013	30.105	36.26	22.062	26.538	23.041	6.961	6.702	18.116	1.403	49.759	12.055	64.857	14.846	1.515	12.721	19.792	12.417	6.328	23.942	0	30.575	35.836	17.351	13.589	13.591	15.926	28.904	11.869	16.484	7.755	1.127	0	0.854	17.502	38.513	34.154700514	40.716725929	22.4753996535	0	10.1837444525	0	12.0181550853	0	5.3234048284	1.1504633491	0	1.4782840079	2.9768721549	7.4286478375	11.5567171107	0	28.5688211	25.5924983	15.5094655	44.1681877	0	31.0461977	33.1664615	2.45034378	2.07243492	0	4.1833267655	40.8202441933	20.6693659328	0	38.3632617253	30.7998952804	13.8056872529	21.2632779203	10.4102614641	20.4437288635	18.1740232627	1.4753331671	11.1115432267	0.3847950543	19.5326637843	"1.73179140928028"	"-1.91132310244712"	"-2.49730402322688"	"4.83170037926675"	"2.40350601367817"	"2.0594773002829"	"15.5297249334516"	"1.06175685513225"	"1.28776396144507"	"UP"
"Haus6"	24.429	10.712	24.367	44.125	24.6	42.241	53.366	28.869	17.583	30.871	53.758	49.941	23.036	17.15	19.693	27.915	29.831	24.156	13.711	11.45	1.109	4.169	26.635	21.689	44.094	28.002	27.352	18.394	65.628	23.339	0.597	29.309	32.195	29.052	37.191	47.723	22.9476894078	18.9639545423	24.5186178038	79.6490267657	40.3106551245	45.7861256224	9.2053953845	29.4400743198	7.9851072427	2.3009266982	36.449885313	0	16.1101316618	16.4378590447	18.4907473771	19.0043754	8.729362	44.7868721	41.5536622	60.8804749	11.7633681	36.9597592	38.1166796	16.5398205	69.6338132	22.8363384867	51.8732518923	13.2389981168	4.5931924295	12.5796089114	86.8221186414	12.0999588601	39.1161138831	13.2895487002	22.2085577901	48.6106441864	37.2800477185	20.6546643396	57.4096400045	43.0970460823	31.0224660103	"1.72991790501922"	"1.18228735115172"	"2.04953420609841"	"1.89423580786026"	"-1.28705795564572"	"1.10135581170974"	"1.26892763315023"	"1.59351300398475"	"1.3281551317763"	"UP"
"Cep85"	39.785	55.039	55.405	192.924	143.388	196	48.146	95.887	86.849	110.386	149.722	214.832	59.895	88.565	15.401	92.578	150.301	65.81	42.189	90.563	151.441	147.781	151.093	120.978	84.028	71.364	80.168	214.034	84.944	116.695	67.408	45.091	45.751	38.452	193.614	66.142	111.0027766704	121.0346510493	53.1236719082	354.1753677501	154.0291348442	390.6590395843	241.3859234162	98.9513609083	251.797048385	49.4699240119	80.710460336	41.3919522219	114.697133027	139.7218018802	71.441523957	72.362814	84.9128849	188.104863	162.703072	241.13443	102.929471	149.810224	147.021479	185.000956	230.86925	74.2181000819	137.2131179087	116.9444833646	130.9059842408	1.1436008101	142.3478921912	124.2995773814	35.6646920699	388.0548220463	384.4856567418	476.5660350614	302.9003877125	153.4346493797	492.6117497162	207.0197392167	411.334919692	"1.72393464518878"	"-1.28854810916231"	"2.72028924944131"	"1.63180327506818"	"1.59628637473266"	"2.46733450204525"	"1.44569517606173"	"-1.76431012064951"	"-1.2120589035711"	"UP"
"Msh5"	4.188	0	0.87	3.555	2.443	0.461	0	2.062	8.525	3.274	3.554	10.333	2.658	0	0	0.824	3.299	3.499	0	0	0	1.39	0.484	1.928	2.635	1.553	8.458	0	0	0	0	2.818	0	0	0	0	0	0	0	0	0.4243226855	0	0	0	4.7910643456	0	0	0	0	0	9.4554958178	1.46187503	0	0	0.58526285	17.906022	0	6.89915505	20.7909162	0.61258595	0	11.4181692434	0	1.1032498431	0	0	0	0	0	5.3158194801	1.3880348619	2.2715254293	0	0	0	6.1567208689	0	"1.72356935014549"	"1.45476872697503"	"4.08505747126437"	"Inf"	"-2.37338129496403"	"Inf"	"NaN"	"NaN"	"-Inf"	"UP"
"Trav12n-3"	0	0	0	0	0.421	0.154	3.48	1.031	0	0	1.777	2.583	0	2.048	0.505	2.12	0.861	1.58	0	0	0	0	0	0	0.416	0.043	0	0	0	0	1.193	0	0	0	1.094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.46315712	0	0	0	0	0	0	0	0.8366653531	0	0	0	0	0	0	0	0	2.7258305151	0.932001193	0	0	0	0	"1.72356935014549"	"11.538961038961"	"Inf"	"NaN"	"-Inf"	"-Inf"	"NaN"	"NaN"	"-Inf"	"UP"
"Gm13012"	0	0.185	0	0.368	1.938	0	0	0.516	0.533	1.403	0.889	0.861	0	0.512	0.505	0.236	0.143	0.113	15.293	0	0	0.463	0.484	0	0	0.086	0.09	13.138	0	1.142	1.79	0	0	0	0	5.861	1.6010015866	1.1155267378	0.6810727168	0.4043097805	0.848645371	1.4769717943	0	0	0	0	0	0	0	0	0.2101221293	0	0	0	0.58526285	0	0	0	0	0.61258595	0	0	0	0	2.2965962148	0	3.0286785573	2.19999252	1.1504739377	1.993432305	0.6940174309	0.4543050859	0.932001193	10.3273321698	3.7038477422	0	0	"1.72286821705426"	"2.41576086956522"	"Inf"	"Inf"	"3.23776223776224"	"-1.09071274298056"	"NaN"	"-Inf"	"-Inf"	"UP"
"Ndufb9"	99.114	53.008	52.794	129.923	109.352	117.047	67.288	65.987	32.502	105.709	113.291	149.823	71.413	57.081	79.023	129.68	106.128	120.557	57.482	35.392	89.866	126.935	91.527	93.987	78.481	82.885	60.913	90.296	131.722	77.688	101.411	116.674	106.752	189.695	70.007	117.213	132.8831316872	114.8992539915	107.6094892499	134.6351569187	150.6345533601	98.2186243189	114.5560314518	168.4626474968	201.2247025148	125.4005050534	88.521150046	152.2632528161	117.8491153086	120.596985107	112.6254612969	55.5512511	84.9128849	99.8107435	80.7662729	93.1113146	130.37733	117.778433	43.5619196	111.490642	135.537244	31.807757178	91.1965234881	81.6404883866	98.7536372343	120.0780850633	120.1375827713	84.699712021	185.2263039759	144.1916033973	101.3265449175	154.0094241047	169.1582165225	208.0219765629	209.2673974358	150.839661288	102.2592398117	"1.71686847409338"	"-1.03315356030047"	"2.13724343495321"	"1.63506836922863"	"-1.28269867109281"	"1.31610491087057"	"1.09799348021583"	"1.2980973686542"	"1.49352072476141"	"UP"
"Alg6"	2.094	8.311	8.702	26.965	17.945	21.812	0	18.043	9.058	2.339	15.55	20.665	9.746	2.816	10.856	9.54	12.621	5.08	0.527	48.404	0	1.39	39.71	22.653	7.765	16.137	11.337	0.956	14.894	3.591	0	0	0	0	41.567	0	3.2020031732	0	0	33.5577117845	32.6728467851	59.8173576679	9.4611008119	4.9066790533	0.5323404828	10.354170142	13.8856705954	16.2611240872	11.2070481126	12.4864506205	11.5567171107	4.38562509	30.1559778	17.9147488	32.1894566	26.2621656	22.5464555	4.4351711	7.4253272	12.8643049	23.625758	0	3.3466614124	0	2.2965962148	1.1436008101	35.334583168	0	0	4.6513420451	54.8273770444	8.1774915454	7.4560095437	26.555997008	48.150020649	3.0783604344	1.1489802226	"1.71671450651358"	"-1.40270096463023"	"1.87101431837324"	"42.9848197343453"	"2.37452830188679"	"2.32433819002668"	"NaN"	"-Inf"	"-Inf"	"UP"
"Galnt1"	133.315	93.456	138.948	154.192	182.731	120.273	160.679	98.98	84.185	136.112	191.929	169.627	115.891	111.09	86.85	141.93	129.218	204.201	111.8	94.206	94.304	154.267	202.91	143.631	149.475	124.737	113.548	155.27	141.962	127.956	198.646	169.092	170.578	202.513	133.452	343.268	215.6015469945	128.8433382138	96.7123257816	214.6884934649	217.2532149869	313.8565062823	120.9486671355	134.1158941237	101.6770322231	106.9930914676	95.4639853437	254.2648493629	158.6497748434	151.5760271528	155.7004978003	143.99469	203.94964	220.095486	166.799912	113.404806	130.37733	161.637347	168.307416	205.216292	169.110689	129.677779264	149.7630982053	69.504740113	183.72769718	68.6160486076	107.0133090231	105.5996409612	156.4644555325	89.0399762914	162.4000788404	189.8995258872	102.9861318222	168.1879810508	268.5289613115	159.689947537	170.0490729453	"1.71375025257628"	"1.10010246964823"	"1.27237745189964"	"1.63584789616559"	"1.08692313112098"	"1.38866684670087"	"1.18721640539812"	"1.42652963469097"	"1.62351988583981"	"UP"
"Zap70"	135.409	248.231	150.261	418.083	436.06	281.866	170.54	153.11	166.771	285.789	318.549	254.009	274.488	134.639	165.873	377.379	373.887	403.662	177.72	149.897	163.091	231.169	309.449	258.826	177.484	222.637	141.081	260.854	258.323	274.681	110.955	212.492	98.28	255.491	241.745	305.592	196.9231951509	213.0656069163	265.618359541	157.2765046287	385.7093211389	332.3186537107	303.010931407	265.7784487207	251.2647079021	472.8404364858	656.0979356347	442.0069183692	488.5572536568	568.0544750649	419.4037700533	192.967504	219.821207	265.52217	282.681955	157.572994	168.608276	408.528538	258.896408	241.358863	216.362205	154.1452847855	187.4130390949	255.9539635905	119.423003167	142.9501012659	160.5199635347	175.999401602	178.3234603495	138.2113064822	238.741996244	216.7035259526	196.1862511184	185.8919790562	355.5693832538	192.7823222074	218.3062422947	"1.71366124805872"	"-1.46290794957119"	"1.90195060594565"	"1.58700357469143"	"-1.45804130960568"	"1.56038656080254"	"2.30265422919202"	"-1.02099095467159"	"1.43951567465236"	"UP"
"Tmem9"	0	15.699	2.901	16.547	9.436	9.524	9.861	7.217	14.386	22.451	16.883	12.485	8.151	4.095	5.302	11.189	10.183	12.078	1.055	4.684	0	5.559	11.623	15.424	8.736	9.579	12.776	36.071	0.698	9.303	8.948	15.218	24.852	0	44.849	45.211	79.5164121341	31.7925120268	20.4321815032	14.9594618799	11.8810351946	0	2.5570542735	8.1777984222	5.3234048284	0	0.8678544122	29.5656801585	11.0319379858	9.799492892	5.88341962	28.5065631	26.9816644	28.1517482	19.6063054	0	26.4675782	3.44957753	31.681396	17.1524065	24.454732	4.8935011043	13.3866456496	41.9234940364	25.2625583623	20.5848145823	1.0095595191	16.4999439002	0	9.3026840902	18.7384706354	14.5377627473	18.1740232627	1.4753331671	0	14.2374170093	11.489802226	"1.71209816448636"	"1.77267954640907"	"5.81971733884867"	"11.0170616113744"	"1.03878809545089"	"2.19219162580158"	"2.94710211591536"	"4.8209179834462"	"4.68201273619376"	"UP"
"Cab39"	109.584	115.989	199.864	193.659	183.995	177.875	157.778	181.98	147.59	268.95	249.685	346.142	143.358	111.346	135.072	201.175	169.519	183.883	113.91	215.997	90.976	314.093	226.639	275.213	128.815	135.394	103.561	144.282	111.475	169.738	204.611	107.655	202.773	246.091	143.297	312.29	87.5214200671	136.0942620093	145.7495613892	150.4032383596	140.026486222	168.3747845467	127.3413028192	238.7917139275	145.3289518163	217.4375729825	233.4528368859	107.9147325784	200.325985012	239.6134068443	159.4826961275	95.7528145	123.798225	223.93436	261.612493	265.009126	191.154731	181.349218	161.872133	245.646964	237.501041	92.9765209817	114.623153375	62.8852410546	62.0080977983	182.9761296203	183.7398324737	173.799409082	184.0758300382	190.0405464131	215.145403592	219.4293564678	177.5462272592	162.2866483824	187.0443109825	173.5425694921	242.4348269693	"1.7046102751968"	"1.46172450338324"	"2.31875436463803"	"2.41605653586165"	"1.49667451586063"	"2.0375281331438"	"1.21362804712659"	"1.70562509529948"	"1.9104219229127"	"UP"
"Sumo3"	130.523	79.05	58.016	112.396	134.036	139.166	113.113	111.353	112.957	174.467	191.929	223.012	90.905	72.951	105.533	105.652	101.826	118.299	97.561	69.223	71.56	177.43	127.363	188.456	69.746	91.298	81.517	91.251	91.926	102.985	170.609	64.255	97.15	95.702	99.542	203.449	76.8480761564	56.334100258	136.8956160711	226.4134771005	121.3562880591	172.8056999295	70.574697948	22.8978355821	85.174477255	71.3287276451	43.3927206108	56.1747923011	71.094711464	119.9647597591	72.7022567327	106.716877	85.7064633	158.033677	104.176787	79.9802318	91.1661027	98.0665611	98.014319	128.643049	98.233415	105.2102737425	97.0531809598	155.5582278718	133.2025804555	16.0104113418	119.1280232522	58.2998017807	79.382701704	136.8823516122	131.169294448	184.9021699428	150.9841932598	51.6366608489	201.8597019514	187.7799865014	196.4756180652	"1.69913329851182"	"1.43192127488138"	"2.42794433902593"	"2.47945779765232"	"1.67938136523682"	"1.95181783180243"	"1.02462171899125"	"1.08284924830842"	"1.22111952108149"	"UP"
"1110059E24Rik"	20.94	20.501	7.542	7.844	21.651	16.743	3.48	22.167	7.992	13.564	16.438	6.888	10.987	13.566	2.02	13.898	25.098	21.109	35.86	5.725	2.774	9.265	7.264	23.617	13.311	23.429	11.157	19.11	31.65	15.505	22.668	13.527	6.778	35.034	26.253	64.467	0	27.3304050756	0	11.320673855	32.6728467851	16.246689737	9.2053953845	46.6134510064	10.6468096569	0	0	0	8.5803962112	21.3376054908	23.5336784799	36.5468758	24.6009293	6.39812458	32.1894566	23.874696	16.6647715	1.47839037	23.2660252	0	49.738438	0	25.0999605931	29.7877457627	0	0	0	6.5999775601	1.1504739377	14.6185035702	43.0290807184	40.4331526411	33.5520429466	70.8159920214	0	19.2397527153	32.1714462329	"1.6971971971972"	"-1.23437039221469"	"-1.51142730757889"	"1.61834061135371"	"-2.27835941716136"	"-1.18586076632488"	"2.58993124861388"	"1.83328100470958"	"2.63195853053865"	"UP"
"Tmed10"	38.389	121.16	60.046	128.452	101.012	80.182	73.088	69.596	85.783	115.999	174.602	123.991	81.691	77.302	85.84	86.807	69.844	101.028	102.308	73.387	48.816	90.337	121.068	141.221	78.204	116.064	89.075	97.94	65.163	69.364	75.76	33.255	119.178	77.758	107.199	56.932	90.1897560447	121.5924144182	96.0312530648	147.9773796764	94.6239588713	63.5097871536	131.1768842294	163.5559684435	96.8859678775	81.6828977871	65.9569353284	69.4793483724	101.2136532665	123.9161681833	109.8938736162	27.7756256	79.3578364	71.6589953	134.317823	216.065999	87.24498	89.1962189	96.0342317	218.693183	185.690168	88.0830198774	59.4032400702	66.1949905838	62.0080977983	97.2060688608	141.3383326721	125.3995736414	60.9751187001	134.2244418722	122.8410852767	137.6544410139	152.3821950492	177.0399800535	98.151965169	93.5051981964	230.9450247433	"1.69646179947461"	"1.22748782322892"	"2.06493355094428"	"1.64971997765272"	"1.39468015252226"	"1.4820237235436"	"1.02637275607181"	"1.12101378236549"	"-1.14554129478639"	"UP"
"Ing2"	60.027	12.744	8.992	24.759	13.985	37.94	26.103	14.435	3.197	24.322	14.217	28.415	8.151	28.924	1.01	16.372	32.556	23.141	14.239	48.925	11.095	24.553	17.918	33.257	24.959	26.104	24.383	35.115	44.916	42.761	20.282	65.946	23.158	48.706	38.285	0	50.1647163799	54.6608101513	30.6482722547	15.3637716604	19.0945208485	16.246689737	61.6250079908	58.0623687974	42.5872386275	42.5671439172	78.9747515116	56.1747923011	28.1927304082	36.0368448288	25.6348997728	3.65468758	4.76147018	24.9526859	43.3094507	103.854928	11.7633681	66.0347698	36.1365924	40.4306724	24.040245	63.6155143559	0.8366653531	1.1032498431	6.8897886443	12.5796089114	52.4970949925	29.6998990203	34.5142181322	5.3158194801	16.6564183426	32.2556610957	16.7760214733	7.3766658356	0	21.1637279868	26.4265451199	"1.68493245583651"	"-1.01796727242825"	"1.90850596359071"	"1.72434861998736"	"1.06101724212437"	"3.01226843332106"	"1.6532083945073"	"-1.11691262896696"	"1.53391562161946"	"UP"
"Apba3"	27.221	24.565	44.672	29.662	25.021	34.561	11.021	18.559	6.927	14.5	23.103	18.513	24.809	25.085	30.549	22.143	14.772	15.803	10.02	49.966	13.868	24.553	39.71	28.919	11.231	20.624	10.527	5.255	52.363	29.867	35.792	33.818	31.63	46.997	36.098	31.815	1.0673343911	59.6806804713	29.967199538	25.8758259543	5.5161949118	0	23.524899316	51.5201300597	29.8110670392	0	22.5642147176	1.4782840079	21.8887658448	16.7539717187	18.2806252478	5.11656261	10.3165187	10.8768118	15.216834	17.906022	0	18.2334812	19.8008725	9.80137513	9.53320061	31.807757178	21.7532991807	79.4339887005	0	9.148806481	36.3441426871	53.8998167406	44.8684835718	9.9671615252	21.5145403592	19.9894237776	16.3100208768	13.277998504	3.7038477422	45.0210213538	10.3408220034	"1.67979312222121"	"-1.60222546318803"	"-1.47037217090693"	"2.08530429766369"	"1.82996899322913"	"1.15284034283436"	"1.06741971731031"	"1.20862490373991"	"3.21413943549105"	"UP"
"Ap3b1"	117.96	89.947	37.71	126.736	112.301	127.339	134.576	68.565	85.783	143.596	85.302	154.989	93.918	74.998	76.499	103.885	73.429	113.332	120.765	106.177	93.749	166.312	160.778	217.375	99.419	73.436	90.875	114.422	127.998	79.483	155.099	24.8	78.511	134.154	63.444	116.376	139.2871380336	59.6806804713	102.1609075158	109.5679505254	106.0806713803	19.2006333255	252.3812567922	55.6090292708	135.7468231251	204.7824761423	136.2531427178	93.1318924992	185.091403984	99.5754922902	148.5563454046	164.460941	59.5183773	131.161554	189.917794	42.9744529	168.608276	171.493283	158.40698	148.858385	129.319939	73.4025165645	53.5465825985	66.1949905838	39.0421356508	44.6004315949	80.7647615269	51.6998242206	55.2227490115	64.454311196	58.9914816301	52.2450848733	120.228153892	54.5873271832	124.0788993646	72.3414702096	89.6204573631	"1.67394472098201"	"1.13303244539831"	"1.59645124351007"	"1.56636559706905"	"1.60092409876306"	"2.17404149073844"	"1.48228910598515"	"1.0170771355159"	"1.28061623108666"	"UP"
"Nubp1"	37.691	15.33	13.054	50.131	24.179	27.495	19.142	19.59	25.575	32.742	35.987	20.665	11.873	0.768	12.624	28.033	45.463	30.816	2.637	1.561	19.97	45.4	1.453	4.82	9.152	14.109	19.345	43.953	28.625	27.093	20.879	1.691	20.334	92.284	133.452	1.674	26.6833597765	87.5688489158	93.9880349145	32.3447824429	58.5565306019	15.5082038398	42.1913955124	13.0844774755	21.2936193137	28.7615837278	0.8678544122	51.7399402773	26.4416291406	31.1370983828	30.0474644878	7.30937515	12.6972538	11.5166242	45.9431335	14.3248176	25.4872975	14.7839037	12.3755453	28.1789535	38.1328025	40.7791758692	21.7532991807	62.8852410546	0	3.4308024304	0	40.6998616205	18.4075830038	9.3026840902	4.1641045857	21.806644121	66.1720847003	69.3406588543	5.5557716133	50.4081521141	25.2775648973	"1.67136294027565"	"1.19083469721768"	"2.13581213307241"	"1.82783466059917"	"-6.39336099585062"	"-2.46327800829875"	"4.53840857676798"	"3.22389519650655"	"6.54078956694309"	"UP"
"Acp2"	10.47	2.216	8.412	1.716	8.762	0	5.801	7.217	18.116	0	38.652	12.055	3.898	0.256	1.01	4.358	12.764	10.272	0.527	8.848	0.555	5.559	15.981	4.82	3.605	9.881	4.409	4.3	2.327	11.588	2.386	0	0	9.399	2.188	25.954	0	12.2707941156	0	0	2.9702587986	0	7.4154573931	19.6267162132	15.9702144853	0	0	0	14.0088101407	5.3739154569	1.8910991636	2.19281255	5.55504855	13.4360616	0	1.1937348	19.6056135	2.95678074	13.8606108	1.83775784	0.41448698	0	12.5499802965	1.1032498431	2.2965962148	0	0	0	40.2665878209	0.664477435	0	0	6.9900089472	0	7.4076954845	0.3847950543	32.1714462329	"1.67036164611334"	"7.02505827505828"	"1.43307180218735"	"10.0162162162162"	"-1.84781435509984"	"5.5039603960396"	"Inf"	"2.18581395348837"	"2.13177591290542"	"UP"
"Cap1"	157.745	154.221	162.734	277.496	239.934	216.123	161.839	191.775	274.933	412.546	320.326	312.13	165.685	162.795	100.988	278.323	278.945	264.818	248.914	151.458	229.104	346.522	213.564	405.831	173.741	101.999	196.595	246.522	221.553	249.221	243.386	161.201	267.163	225.584	304.095	282.149	209.7312078436	206.3724464896	197.5110878638	333.9598787232	256.7152247404	231.1460858032	204.8200473055	332.8363957825	397.1260002012	248.5000834086	210.8886221683	153.7415368241	266.1673926733	242.6164772467	214.7448161295	162.268128	80.1514148	220.095486	218.888305	81.1739666	257.813817	186.277186	228.700078	201.540776	288.48294	275.6672288756	317.9328341788	167.6939761455	229.659621475	150.9553069367	202.9214633363	237.5991921627	147.2606640305	306.988574975	394.8959182059	385.7050178905	315.4824038175	249.331305242	472.2405871339	276.6676440461	351.5879481166	"1.67032199191761"	"1.33505880783882"	"2.03065707312435"	"1.51250960262588"	"1.24503544442967"	"2.12857888755797"	"1.15926552883075"	"1.14451854195569"	"1.62396325565065"	"UP"
"Rab40c"	4.886	0.185	0	0	0.168	0	0.58	0	0.533	6.548	0.889	0	0	0	0.505	0	0	0.113	0	0.52	8.876	0	7.748	1.446	0.277	0.043	0.09	0	0	0	0.597	4.509	2.259	6.836	1.094	6.698	6.9376735419	0.5577633689	2.7242908671	0.4043097805	0	1.4769717943	0	0.8177798422	0	0	0.8678544122	1.4782840079	0.3502202535	0	0.2101221293	1.46187503	69.834896	0	0	0	6.86196472	2.46398395	0.99004363	4.90068757	1.65794793	4.8935011043	0	1.1032498431	11.4829810738	0	0	3.29998878	11.5047393774	0	0	7.2688813737	0.932001193	1.4753331671	12.9634670978	0.3847950543	3.4469406678	"1.66791744840525"	"Inf"	"4.80540540540541"	"2.78076923076923"	"Inf"	"Inf"	"2.96502877379371"	"Inf"	"74.4222222222222"	"UP"
"Cd8a"	0	0	0	2.451	3.286	3.533	0	28.869	5.861	5.145	9.774	17.652	0	5.631	0	0	0.574	0	3.692	0	11.649	4.169	8.717	13.496	0	0.863	0	16.244	7.68	0	0	0	16.38	6.836	143.297	0	4.8030047598	0	0	0	42.4322685521	0	21.2235504699	0	14.3731930368	0	0	0	5.078193676	0	0	0	0	0	0.87789427	7.16240881	9.80280674	0	0	5.51327351	0	0	2.5099960593	0	0	10.2924072911	7.0669166336	0	0	10.6316389602	7.6341917404	7.2688813737	6.0580077542	0	24.0750103245	20.0093428239	1.1489802226	"1.66763350963999"	"2.97443700547778"	"Inf"	"2.36105092091008"	"Inf"	"Inf"	"Inf"	"-1.1234640140433"	"Inf"	"UP"
"Ikzf3"	92.134	26.227	41.191	165.591	95.873	99.075	78.889	97.434	97.505	117.87	162.162	170.488	73.008	17.918	28.024	172.436	166.794	140.424	62.228	66.621	115.384	159.363	115.257	150.861	63.922	54.753	71.26	109.645	116.362	109.35	126.465	105.964	183.004	295.651	192.521	138.982	159.5664914637	125.4967580004	44.9507993069	160.9152926536	117.5373838894	77.5410191992	90.0083104264	178.2760056034	112.32384188	119.6481883078	43.3927206108	50.2616562694	75.6475747598	84.2440276042	61.3556617513	108.90969	44.4403884	145.87724	155.679917	281.721413	211.740626	230.628897	203.948987	254.223168	351.070475	89.7141869122	71.9532203668	52.955992467	114.8298107375	130.3704923545	75.7169639315	122.0995848614	79.382701704	108.3098219068	191.5488109399	147.1948478169	220.8842827319	221.2999750669	159.2654529158	118.9016717806	236.6899258563	"1.66432662109736"	"1.63676003028009"	"3.93683086111044"	"2.26446615931913"	"-1.10561377692048"	"5.38327861832715"	"1.5223263353497"	"1.75585754024351"	"3.01181126998529"	"UP"
