"","Feature.ID","rfTestPred","X1","X2"
"24186","Irf5","2",0.064,0.936
"27158","Mpp2","2",0.064,0.936
"27241","Mrpl27","2",0.064,0.936
"27395","Mt1","2",0.064,0.936
"34031","Slc39a6","2",0.064,0.936
"34495","Snx12","2",0.064,0.936
"36126","Tnfrsf10b","2",0.064,0.936
"36137","Tnfrsf1b","2",0.064,0.936
"36220","Topbp1","2",0.064,0.936
"36938","Txnrd1","2",0.064,0.936
"3815","BC056474","2",0.065,0.935
"4141","C1d","2",0.065,0.935
"32072","Rfc2","2",0.065,0.935
"34480","Snrpf","2",0.065,0.935
"38058","Wdr6","2",0.065,0.935
"5219","Ciao1","2",0.066,0.934
"5272","Clcn5","2",0.066,0.934
"8115","Fkbp1a","2",0.066,0.934
"22846","Gtf2h5","2",0.066,0.934
"23161","Hint1","2",0.066,0.934
"27232","Mrpl18","2",0.066,0.934
"27614","Myo1c","2",0.066,0.934
"28626","Ocel1","2",0.066,0.934
"31027","Ppfibp1","2",0.066,0.934
"31835","Rangap1","2",0.066,0.934
"10","0610009O20Rik","2",0.067,0.933
"2524","Ahcy","2",0.067,0.933
"2622","Akirin1","2",0.067,0.933
"3517","AW112010","2",0.067,0.933
"4488","Ccdc104","2",0.067,0.933
"6890","Dus2l","2",0.067,0.933
"8428","Galm","2",0.067,0.933
"23479","Hsp90aa1","2",0.067,0.933
"28105","Nf2","2",0.067,0.933
"30106","Palb2","2",0.067,0.933
"30405","Pear1","2",0.067,0.933
"30410","Pef1","2",0.067,0.933
"31019","Ppcs","2",0.067,0.933
"31449","Psma4","2",0.067,0.933
"33294","Scpep1","2",0.067,0.933
"33776","Slc10a7","2",0.067,0.933
"33826","Slc19a1","2",0.067,0.933
"2055","Abhd17a","2",0.068,0.932
"2262","Acsl5","2",0.068,0.932
"4017","Brca1","2",0.068,0.932
"22780","Grwd1","2",0.068,0.932
"23038","Hbs1l","2",0.068,0.932
"24132","Ints6","2",0.068,0.932
"24143","Ipo11","2",0.068,0.932
"25321","Lsm3","2",0.068,0.932
"25323","Lsm5","2",0.068,0.932
"27616","Myo1e","2",0.068,0.932
"28167","Ninj1","2",0.068,0.932
"34036","Slc3a2","2",0.068,0.932
"2529","Ahnak","2",0.069,0.931
"5136","Chek2","2",0.069,0.931
"5814","Csrp1","2",0.069,0.931
"24005","Il18r1","2",0.069,0.931
"28473","Nt5e","2",0.069,0.931
"37272","Usp5","2",0.069,0.931
"815","3830406C13Rik","2",0.07,0.93
"4052","Bsg","2",0.07,0.93
"25315","Lsm10","2",0.07,0.93
"28279","Noc4l","2",0.07,0.93
"30158","Parp1","2",0.07,0.93
"30859","Pmpcb","2",0.07,0.93
"33882","Slc25a19","2",0.07,0.93
"34315","Snapc2","2",0.07,0.93
"3168","Arl3","2",0.071,0.929
"5568","Cops2","2",0.071,0.929
"6494","Denr","2",0.071,0.929
"27262","Mrpl48","2",0.071,0.929
"27535","Mvb12a","2",0.071,0.929
"27993","Ndufa1","2",0.071,0.929
"31464","Psmb7","2",0.071,0.929
"33217","Sccpdh","2",0.071,0.929
"33444","Serinc3","2",0.071,0.929
"33905","Slc25a4","2",0.071,0.929
"5829","Cstb","2",0.072,0.928
"6304","Dck","2",0.072,0.928
"28023","Ndufb8","2",0.072,0.928
"28089","Neu3","2",0.072,0.928
"31446","Psma1","2",0.072,0.928
"33574","Sfxn1","2",0.072,0.928
"35222","Szrd1","2",0.072,0.928
"36134","Tnfrsf18","2",0.072,0.928
"1974","Aagab","2",0.073,0.927
"2012","Abcb1a","2",0.073,0.927
"22700","Gpsm2","2",0.073,0.927
"23080","Heatr3","2",0.073,0.927
"23410","Hprt","2",0.073,0.927
"25210","Lrp10","2",0.073,0.927
"28644","Ofd1","2",0.073,0.927
"30363","Pdia6","2",0.073,0.927
"31987","Rcbtb2","2",0.073,0.927
"34052","Slc45a4","2",0.073,0.927
"34948","Stard10","2",0.073,0.927
"37158","Unc119","2",0.073,0.927
"38212","Xpnpep1","2",0.073,0.927
"4313","Calhm2","2",0.074,0.926
"4364","Capn2","2",0.074,0.926
"6661","Dnaaf2","2",0.074,0.926
"23495","Hspa9","2",0.074,0.926
"24896","Lamp2","2",0.074,0.926
"25722","Mdh2","2",0.074,0.926
"28121","Nfil3","2",0.074,0.926
"28504","Nudc","2",0.074,0.926
"30375","Pdlim7","2",0.074,0.926
"30595","Pigk","2",0.074,0.926
"30743","Plbd2","2",0.074,0.926
"31787","Rad23b","2",0.074,0.926
"32027","Reep3","2",0.074,0.926
"34876","Ssrp1","2",0.074,0.926
"35875","Tmem14c","2",0.074,0.926
"38277","Ywhah","2",0.074,0.926
"2533","Ahsa1","2",0.075,0.925
"6145","D17H6S56E-5","2",0.075,0.925
"7490","Etv5","2",0.075,0.925
"23432","Hrsp12","2",0.075,0.925
"24537","Kif13a","2",0.075,0.925
"24731","Kntc1","2",0.075,0.925
"36918","Twsg1","2",0.075,0.925
"303","1700037H04Rik","2",0.076,0.924
"3332","Atf6","2",0.076,0.924
"4920","Cdk5r1","2",0.076,0.924
"5731","Crlf2","2",0.076,0.924
"7645","Fam129b","2",0.076,0.924
"23583","Idh2","2",0.076,0.924
"30349","Pdgfb","2",0.076,0.924
"30931","Polr1d","2",0.076,0.924
"31487","Psmd8","2",0.076,0.924
"34873","Ssr2","2",0.076,0.924
"37112","Ufc1","2",0.076,0.924
"2864","Ankrd32","2",0.077,0.923
"4929","Cdkal1","2",0.077,0.923
"6754","Dnttip1","2",0.077,0.923
"7153","Egr2","2",0.077,0.923
"22925","H2-Eb1","2",0.077,0.923
"25575","Mapk6","2",0.077,0.923
"25589","Mapre3","2",0.077,0.923
"31196","Prelid1","2",0.077,0.923
"31702","Rab11fip4","2",0.077,0.923
"34681","Spg21","2",0.077,0.923
"35291","Taldo1","2",0.077,0.923
"36908","Tusc3","2",0.077,0.923
"3677","Banf1","2",0.078,0.922
"5392","Cmc2","2",0.078,0.922
"8320","Fuom","2",0.078,0.922
"22987","Hadha","2",0.078,0.922
"25175","Lpgat1","2",0.078,0.922
"27909","Nasp","2",0.078,0.922
"28540","Nup155","2",0.078,0.922
"32359","Rnf41","2",0.078,0.922
"37226","Usp1","2",0.078,0.922
"2194","Acat1","2",0.079,0.921
"5293","Cldn25","2",0.079,0.921
"25626","Mastl","2",0.079,0.921
"31001","Ppa1","2",0.079,0.921
"36851","Ttll12","2",0.079,0.921
"37115","Ufm1","2",0.079,0.921
"7192","Eif3b","2",0.08,0.92
"7412","Ercc1","2",0.08,0.92
"8082","Fh1","2",0.08,0.92
"23290","Hmgn5","2",0.08,0.92
"27893","Nap1l1","2",0.08,0.92
"28022","Ndufb7","2",0.08,0.92
"30709","Pla2g16","2",0.08,0.92
"31450","Psma5","2",0.08,0.92
"33872","Slc25a1","2",0.08,0.92
"34650","Spcs1","2",0.08,0.92
"35608","Tfeb","2",0.08,0.92
"35976","Tmem242","2",0.08,0.92
"7","0610009D07Rik","2",0.081,0.919
"3407","Atp5g1","2",0.081,0.919
"4475","Cby1","2",0.081,0.919
"9945","Gm11974","2",0.081,0.919
"22731","Grhl1","2",0.081,0.919
"30205","Pbx3","2",0.081,0.919
"31016","Ppat","2",0.081,0.919
"34790","Spty2d1","2",0.081,0.919
"5621","Cox7c","2",0.082,0.918
"5865","Ctnna1","2",0.082,0.918
"23619","Ifitm2","2",0.082,0.918
"25122","Lman2","2",0.082,0.918
"27186","Mrfap1","2",0.082,0.918
"27426","Mthfd1l","2",0.082,0.918
"28548","Nup37","2",0.082,0.918
"28584","Nxt1","2",0.082,0.918
"30944","Polr2l","2",0.082,0.918
"34851","Srsf9","2",0.082,0.918
"37109","Ucp2","2",0.082,0.918
"5465","Cntln","2",0.083,0.917
"31060","Ppp1ca","2",0.083,0.917
"31451","Psma6","2",0.083,0.917
"3","0610007P14Rik","2",0.084,0.916
"3650","B9d2","2",0.084,0.916
"7203","Eif3l","2",0.084,0.916
"24271","Itm2c","2",0.084,0.916
"25642","Mb21d1","2",0.084,0.916
"27589","Myl12a","2",0.084,0.916
"30422","Pepd","2",0.084,0.916
"30475","Pgap3","2",0.084,0.916
"31481","Psmd2","2",0.084,0.916
"31699","Rab11fip1","2",0.084,0.916
"31920","Rbl1","2",0.084,0.916
"35810","Tmco1","2",0.084,0.916
"36208","Tomm6","2",0.084,0.916
"4098","Bub3","2",0.085,0.915
"7207","Eif4a-ps4","2",0.085,0.915
"8676","Glipr1","2",0.085,0.915
"28092","Neurl1b","2",0.085,0.915
"30814","Plk4","2",0.085,0.915
"30955","Polr3k","2",0.085,0.915
"31187","Prdx2","2",0.085,0.915
"31543","Ptgr2","2",0.085,0.915
"35846","Tmem120a","2",0.085,0.915
"36070","Tmem97","2",0.085,0.915
"37035","Ube2v1","2",0.085,0.915
"5220","Ciapin1","2",0.086,0.914
"8117","Fkbp2","2",0.086,0.914
"24892","Lamc1","2",0.086,0.914
"31584","Ptpn7","2",0.086,0.914
"33327","Sdhb","2",0.086,0.914
"3297","Asrgl1","2",0.087,0.913
"4705","Ccr5","2",0.087,0.913
"6771","Dok1","2",0.087,0.913
"27256","Mrpl42","2",0.087,0.913
"30907","Pola2","2",0.087,0.913
"33043","Rtn3","2",0.087,0.913
"34314","Snapc1","2",0.087,0.913
"36371","Trappc12","2",0.087,0.913
"36674","Troap","2",0.087,0.913
"467","1810009A15Rik","2",0.088,0.912
"24533","Khsrp","2",0.088,0.912
"25845","Mettl7a1","2",0.088,0.912
"31492","Psme3","2",0.088,0.912
"32293","Rnf115","2",0.088,0.912
"33915","Slc25a5","2",0.088,0.912
"34216","Smarcc1","2",0.088,0.912
"4143","C1galt1c1","2",0.089,0.911
"5362","Clpb","2",0.089,0.911
"22538","Gorasp2","2",0.089,0.911
"27427","Mthfd2","2",0.089,0.911
"27865","Nacc1","2",0.089,0.911
"28144","Ngfrap1","2",0.089,0.911
"28525","Nudt5","2",0.089,0.911
"28658","Ola1","2",0.089,0.911
"31782","Rad17","2",0.089,0.911
"24345","Kars","2",0.09,0.91
"30515","Phf10","2",0.09,0.91
"30706","Pla2g12a","2",0.09,0.91
"38559","Zfp444","2",0.09,0.91
"4037","Brip1","2",0.091,0.909
"4180","C2cd2","2",0.091,0.909
"4945","Cdkn3","2",0.091,0.909
"7157","Ehbp1l1","2",0.091,0.909
"27434","Mtif3","2",0.091,0.909
"28537","Nup107","2",0.091,0.909
"35020","Stra13","2",0.091,0.909
"35716","Timm17b","2",0.091,0.909
"42","1110008F13Rik","2",0.092,0.908
"1967","Aaas","2",0.092,0.908
"3176","Arl6ip1","2",0.092,0.908
"8462","Gar1","2",0.092,0.908
"24067","Immp1l","2",0.092,0.908
"25508","Man2b2","2",0.092,0.908
"27301","Mrps7","2",0.092,0.908
"30747","Plcb4","2",0.092,0.908
"31034","Ppie","2",0.092,0.908
"37223","Usmg5","2",0.092,0.908
"31340","Prps2","2",0.093,0.907
"31447","Psma2","2",0.093,0.907
"31681","Qrsl1","2",0.093,0.907
"34775","Spsb3","2",0.093,0.907
"35416","Tbx21","2",0.093,0.907
"35440","Tceb1","2",0.093,0.907
"35700","Ticrr","2",0.093,0.907
"35964","Tmem230","2",0.093,0.907
"547","2210404O07Rik","2",0.094,0.906
"2674","Alad","2",0.094,0.906
"2884","Ankrd55","2",0.094,0.906
"3413","Atp5k","2",0.094,0.906
"3863","Bcl2l1","2",0.094,0.906
"5018","Cenpv","2",0.094,0.906
"5221","Cib1","2",0.094,0.906
"5862","Ctla2a","2",0.094,0.906
"6596","Dkkl1","2",0.094,0.906
"27407","Mtch1","2",0.094,0.906
"30061","Pa2g4","2",0.094,0.906
"31321","Prpf19","2",0.094,0.906
"36066","Tmem9","2",0.094,0.906
"37049","Ubl5","2",0.094,0.906
"37340","Vcp","2",0.094,0.906
"2597","Ak2","2",0.095,0.905
"6365","Ddx21","2",0.095,0.905
"14782","Gm20458","2",0.095,0.905
"24575","Kifc1","2",0.095,0.905
"27544","Mxd4","2",0.095,0.905
"32819","Rpn1","2",0.095,0.905
"34899","St13","2",0.095,0.905
"37345","Vdac3","2",0.095,0.905
"5570","Cops4","2",0.096,0.904
"6686","Dnajb11","2",0.096,0.904
"23493","Hspa5","2",0.096,0.904
"33714","Sirt5","2",0.096,0.904
"34517","Snx5","2",0.096,0.904
"3362","Atl3","2",0.097,0.903
"6094","Cyp51","2",0.097,0.903
"8587","Gga2","2",0.097,0.903
"8867","Gm10259","2",0.097,0.903
"23308","Hnrnpa1","2",0.097,0.903
"24243","Itgae","2",0.097,0.903
"31960","Rbm8a","2",0.097,0.903
"3721","BC004004","2",0.098,0.902
"5831","Cstf2","2",0.098,0.902
"31480","Psmd14","2",0.098,0.902
"31533","Ptger4","2",0.098,0.902
"31784","Rad21","2",0.098,0.902
"33465","Serpina3g","2",0.098,0.902
"33738","Skap2","2",0.098,0.902
"2714","Alg8","2",0.099,0.901
"3409","Atp5g3","2",0.099,0.901
"3765","BC030867","2",0.099,0.901
"6602","Dleu2","2",0.099,0.901
"25012","Leo1","2",0.099,0.901
"25918","Mical2","2",0.099,0.901
"27269","Mrpl54","2",0.099,0.901
"28262","Nmral1","2",0.099,0.901
"33608","Sh2d2a","2",0.099,0.901
"34211","Smarca5","2",0.099,0.901
"5044","Cep76","2",0.1,0.9
"23326","Hnrnpul1","2",0.1,0.9
"28132","Nfs1","2",0.1,0.9
"30078","Pacsin2","2",0.1,0.9
"32406","Rorb","2",0.1,0.9
"34237","Smdt1","2",0.1,0.9
"491","1810037I17Rik","2",0.101,0.899
"3115","Arhgdia","2",0.101,0.899
"4868","Cdca7l","2",0.101,0.899
"5613","Cox6b1","2",0.101,0.899
"5622","Cox8a","2",0.101,0.899
"27291","Mrps30","2",0.101,0.899
"30423","Per1","2",0.101,0.899
"32377","Rnps1","2",0.101,0.899
"3840","Bcap29","2",0.102,0.898
"5870","Ctnnbip1","2",0.102,0.898
"6825","Dpysl2","2",0.102,0.898
"7248","Ell2","2",0.102,0.898
"7410","Erc1","2",0.102,0.898
"23453","Hsd17b12","2",0.102,0.898
"24275","Itpk1","2",0.102,0.898
"31472","Psmc4","2",0.102,0.898
"34472","Snrpa1","2",0.102,0.898
"5603","Cox18","2",0.103,0.897
"22845","Gtf2h4","2",0.103,0.897
"23314","Hnrnpd","2",0.103,0.897
"25761","Med29","2",0.103,0.897
"25948","Minos1","2",0.103,0.897
"28002","Ndufa5","2",0.103,0.897
"31907","Rbbp4","2",0.103,0.897
"35390","Tbcb","2",0.103,0.897
"3166","Arl2","2",0.104,0.896
"4720","Cct5","2",0.104,0.896
"25130","Lmf2","2",0.104,0.896
"25735","Meaf6","2",0.104,0.896
"31966","Rbmxl1","2",0.104,0.896
"34467","Snrnp40","2",0.104,0.896
"35179","Syne3","2",0.104,0.896
"36740","Tshz1","2",0.104,0.896
"2214","Acer3","2",0.105,0.895
"2828","Ank","2",0.105,0.895
"3155","Arl1","2",0.105,0.895
"3659","Bag1","2",0.105,0.895
"3872","Bcl6","2",0.105,0.895
"5589","Coro1b","2",0.105,0.895
"5959","Cxcr5","2",0.105,0.895
"7623","Fam111a","2",0.105,0.895
"8714","Glud1","2",0.105,0.895
"25632","Matn2","2",0.105,0.895
"25649","Mbd4","2",0.105,0.895
"27118","Mon1b","2",0.105,0.895
"30833","Plxdc1","2",0.105,0.895
"31841","Rap1gap2","2",0.105,0.895
"33356","Sec23b","2",0.105,0.895
"35619","Tfrc","2",0.105,0.895
"498","1810058I24Rik","2",0.106,0.894
"942","4930422G04Rik","2",0.106,0.894
"21919","Gm8325","2",0.106,0.894
"23247","Hk1","2",0.106,0.894
"24503","Kdm2b","2",0.106,0.894
"30128","Papd7","2",0.106,0.894
"31471","Psmc3ip","2",0.106,0.894
"33873","Slc25a10","2",0.106,0.894
"35103","Supt16","2",0.106,0.894
"38217","Xpo5","2",0.106,0.894
"5338","Clic1","2",0.107,0.893
"7233","Elavl1","2",0.107,0.893
"7877","Fasn","2",0.107,0.893
"10669","Gm12744","2",0.107,0.893
"23322","Hnrnpll","2",0.107,0.893
"23508","Hspe1","2",0.107,0.893
"25320","Lsm2","2",0.107,0.893
"25725","Mdm1","2",0.107,0.893
"28021","Ndufb6","2",0.107,0.893
"28104","Nf1","2",0.107,0.893
"30858","Pmpca","2",0.107,0.893
"38047","Wdr46","2",0.107,0.893
"3172","Arl5a","2",0.108,0.892
"24101","Ino80e","2",0.108,0.892
"27249","Mrpl36","2",0.108,0.892
"30322","Pde12","2",0.108,0.892
"37200","Uqcrc1","2",0.108,0.892
"1979","Aar2","2",0.109,0.891
"27976","Nde1","2",0.109,0.891
"31488","Psmd9","2",0.109,0.891
"36114","Tmx4","2",0.109,0.891
"5048","Cep89","2",0.11,0.89
"7530","Exosc3","2",0.11,0.89
"7556","F2r","2",0.11,0.89
"7857","Fancd2","2",0.11,0.89
"8135","Flnb","2",0.11,0.89
"8566","Gemin6","2",0.11,0.89
"22854","Gtf3c4","2",0.11,0.89
"23246","Hjurp","2",0.11,0.89
"23515","Hsph1","2",0.11,0.89
"24983","Ldha","2",0.11,0.89
"32615","Rpa2","2",0.11,0.89
"33666","Shmt1","2",0.11,0.89
"35441","Tceb2","2",0.11,0.89
"35442","Tceb3","2",0.11,0.89
"3084","Arhgap10","2",0.111,0.889
"6340","Ddb1","2",0.111,0.889
"8590","Ggct","2",0.111,0.889
"22529","Golph3","2",0.111,0.889
"24855","Krtcap2","2",0.111,0.889
"72","1190002N15Rik","2",0.112,0.888
"2279","Actg2","2",0.112,0.888
"5864","Ctla4","2",0.112,0.888
"7946","Fbxo4","2",0.112,0.888
"26627","Mkrn1","2",0.112,0.888
"30491","Pgm2","2",0.112,0.888
"32029","Reep5","2",0.112,0.888
"35147","Swi5","2",0.112,0.888
"38228","Xrcc6bp1","2",0.112,0.888
"38545","Zfp414","2",0.112,0.888
"5695","Crcp","2",0.113,0.887
"5777","Csf1","2",0.113,0.887
"7062","Ech1","2",0.113,0.887
"8604","Ghitm","2",0.113,0.887
"8664","Glb1l","2",0.113,0.887
"8709","Gltpd1","2",0.113,0.887
"24135","Ints9","2",0.113,0.887
"33760","Sla","2",0.113,0.887
"4520","Ccdc14","2",0.114,0.886
"7259","Elovl1","2",0.114,0.886
"20937","Gm5559","2",0.114,0.886
"23173","Hist1h1b","2",0.114,0.886
"24058","Il9r","2",0.114,0.886
"25871","Mfsd10","2",0.114,0.886
"33068","Ruvbl2","2",0.114,0.886
"8316","Fuca2","2",0.115,0.885
"23587","Idi1","2",0.115,0.885
"24072","Impa1","2",0.115,0.885
"38396","Zdhhc3","2",0.115,0.885
"5611","Cox6a1","2",0.116,0.884
"7317","Enkd1","2",0.116,0.884
"8700","Glrx5","2",0.116,0.884
"25564","Mapk1","2",0.116,0.884
"27243","Mrpl3","2",0.116,0.884
"27453","Mtpn","2",0.116,0.884
"31941","Rbm3","2",0.116,0.884
"32314","Rnf149","2",0.116,0.884
"34796","Srbd1","2",0.116,0.884
"36935","Txnl1","2",0.116,0.884
"3412","Atp5j2","2",0.117,0.883
"6946","Dynlt3","2",0.117,0.883
"27837","N4bp1","2",0.117,0.883
"28329","Npat","2",0.117,0.883
"30453","Pfdn4","2",0.117,0.883
"33656","Shfm1","2",0.117,0.883
"35721","Timm50","2",0.117,0.883
"36368","Trappc1","2",0.117,0.883
"4717","Cct3","2",0.118,0.882
"30451","Pfdn1","2",0.118,0.882
"2743","Als2","2",0.119,0.881
"5019","Cenpw","2",0.119,0.881
"5932","Cwc15","2",0.119,0.881
"7327","Enpp1","2",0.119,0.881
"27202","Mrgpre","2",0.119,0.881
"34473","Snrpb","2",0.119,0.881
"69","1110059G10Rik","2",0.12,0.88
"6306","Dclk2","2",0.12,0.88
"7210","Eif4a3","2",0.12,0.88
"8425","Gale","2",0.12,0.88
"28457","Nsun2","2",0.12,0.88
"31654","Pycr2","2",0.12,0.88
"32621","Rpe","2",0.12,0.88
"32820","Rpn2","2",0.12,0.88
"37261","Usp39","2",0.12,0.88
"3465","Atxn1","2",0.121,0.879
"4913","Cdk2","2",0.121,0.879
"33147","Sap18","2",0.121,0.879
"4426","Casp7","2",0.122,0.878
"30450","Pfas","2",0.122,0.878
"30702","Pkp3","2",0.122,0.878
"33559","Sfr1","2",0.122,0.878
"33736","Ska3","2",0.122,0.878
"35196","Sypl","2",0.122,0.878
"3406","Atp5f1","2",0.123,0.877
"5806","Csnk2b","2",0.123,0.877
"5984","Cycs","2",0.123,0.877
"6283","Dcaf11","2",0.123,0.877
"8536","Gcsh","2",0.123,0.877
"23045","Hcls1","2",0.123,0.877
"28074","Nelfcd","2",0.123,0.877
"30800","Plekho2","2",0.123,0.877
"31796","Rad54b","2",0.123,0.877
"36256","Tpm4","2",0.123,0.877
"37051","Ublcp1","2",0.123,0.877
"825","4632419I22Rik","2",0.124,0.876
"4451","Cbfb","2",0.124,0.876
"4580","Ccdc47","2",0.124,0.876
"5135","Chek1","2",0.124,0.876
"8333","Fxn","2",0.124,0.876
"31459","Psmb4","2",0.124,0.876
"5711","Creld2","2",0.125,0.875
"35287","Tagln2","2",0.125,0.875
"3411","Atp5j","2",0.126,0.874
"5615","Cox6c","2",0.126,0.874
"27162","Mpp6","2",0.126,0.874
"31058","Ppme1","2",0.126,0.874
"33552","Sf3b4","2",0.126,0.874
"33898","Slc25a33","2",0.126,0.874
"34608","Spag7","2",0.126,0.874
"709","2700060E02Rik","2",0.127,0.873
"4723","Cct7","2",0.127,0.873
"7419","Ercc6l2","2",0.127,0.873
"22704","Gpx1","2",0.127,0.873
"23289","Hmgn3","2",0.127,0.873
"25317","Lsm12","2",0.127,0.873
"34474","Snrpb2","2",0.127,0.873
"36004","Tmem33","2",0.127,0.873
"36681","Trp53i11","2",0.127,0.873
"1825","A430093F15Rik","2",0.128,0.872
"3432","Atp6v1a","2",0.128,0.872
"5977","Cyb5r3","2",0.128,0.872
"25377","Lyar","2",0.128,0.872
"27568","Myef2","2",0.128,0.872
"516","2010012O05Rik","2",0.129,0.871
"1721","9530068E07Rik","2",0.129,0.871
"6806","Dpp3","2",0.129,0.871
"22485","Gnb2","2",0.129,0.871
"24225","Isyna1","2",0.129,0.871
"28193","Nkg7","2",0.129,0.871
"30938","Polr2f","2",0.129,0.871
"35062","Sub1","2",0.129,0.871
"35722","Timm8a1","2",0.129,0.871
"4378","Capza2","2",0.13,0.87
"8630","Gipc1","2",0.13,0.87
"8699","Glrx3","2",0.13,0.87
"25901","Mgmt","2",0.13,0.87
"33141","Samsn1","2",0.13,0.87
"33667","Shmt2","2",0.13,0.87
"35558","Tesc","2",0.13,0.87
"4175","C230052I12Rik","2",0.131,0.869
"5921","Cul4b","2",0.131,0.869
"6352","Ddost","2",0.131,0.869
"7187","Eif2s1","2",0.131,0.869
"27149","Mphosph6","2",0.131,0.869
"30805","Plin2","2",0.131,0.869
"33537","Setd8","2",0.131,0.869
"35669","Thg1l","2",0.131,0.869
"37","1110004E09Rik","2",0.132,0.868
"6147","D17Wsu92e","2",0.132,0.868
"8045","Fgd6","2",0.132,0.868
"23481","Hsp90b1","2",0.132,0.868
"25645","Mbd2","2",0.132,0.868
"30923","Polk","2",0.132,0.868
"31473","Psmc5","2",0.132,0.868
"32614","Rpa1","2",0.132,0.868
"33310","Scyl3","2",0.132,0.868
"34823","Srp54c","2",0.132,0.868
"34952","Stard4","2",0.132,0.868
"38922","Zyx","2",0.132,0.868
"3417","Atp5o","2",0.133,0.867
"4706","Ccr6","2",0.133,0.867
"7527","Exosc1","2",0.133,0.867
"8319","Fundc2","2",0.133,0.867
"28524","Nudt4","2",0.133,0.867
"31478","Psmd12","2",0.133,0.867
"31617","Puf60","2",0.133,0.867
"35471","Tcp1","2",0.133,0.867
"36010","Tmem39b","2",0.133,0.867
"36924","Txn2","2",0.133,0.867
"37202","Uqcrfs1","2",0.133,0.867
"5971","Cyb561d2","2",0.134,0.866
"7310","Endod1","2",0.134,0.866
"25134","Lmnb2","2",0.134,0.866
"30968","Pon2","2",0.134,0.866
"31462","Psmb6","2",0.134,0.866
"32051","Reps1","2",0.134,0.866
"33761","Sla2","2",0.134,0.866
"35126","Suz12","2",0.134,0.866
"36843","Ttf2","2",0.134,0.866
"5117","Chchd2","2",0.135,0.865
"6939","Dynlrb1","2",0.135,0.865
"7337","Entpd1","2",0.135,0.865
"7642","Fam126a","2",0.135,0.865
"30360","Pdia3","2",0.135,0.865
"30917","Pole3","2",0.135,0.865
"33493","Serpinb6a","2",0.135,0.865
"2972","Apaf1","2",0.136,0.864
"8501","Gbp2b","2",0.136,0.864
"23307","Hnrnpa0","2",0.136,0.864
"30662","Pithd1","2",0.136,0.864
"32270","Rnase4","2",0.136,0.864
"33735","Ska2","2",0.136,0.864
"3165","Arl16","2",0.137,0.863
"4106","Bzw1","2",0.137,0.863
"5604","Cox19","2",0.137,0.863
"6864","Dsn1","2",0.137,0.863
"23312","Hnrnpab","2",0.137,0.863
"27250","Mrpl37","2",0.137,0.863
"27447","Mtmr9","2",0.137,0.863
"2993","Apitd1","2",0.138,0.862
"5559","Comt","2",0.138,0.862
"7861","Fancg","2",0.138,0.862
"8628","Gins4","2",0.138,0.862
"31797","Rad54l","2",0.138,0.862
"34479","Snrpe","2",0.138,0.862
"36013","Tmem41b","2",0.138,0.862
"37198","Uqcr11","2",0.138,0.862
"37310","Vamp5","2",0.138,0.862
"37374","Vma21","2",0.138,0.862
"5428","Cnih1","2",0.139,0.861
"27604","Mynn","2",0.139,0.861
"30534","Phf5a","2",0.139,0.861
"33635","Sh3rf1","2",0.139,0.861
"35115","Surf4","2",0.139,0.861
"37157","Umps","2",0.139,0.861
"1401","4933427D14Rik","2",0.14,0.86
"5590","Coro1c","2",0.14,0.86
"6216","D8Ertd738e","2",0.14,0.86
"14348","Gm17134","2",0.14,0.86
"30854","Pmm1","2",0.14,0.86
"34532","Sod1","2",0.14,0.86
"2912","Anp32b","2",0.141,0.859
"31993","Rcl1","2",0.141,0.859
"32400","Romo1","2",0.141,0.859
"36861","Ttn","2",0.141,0.859
"36978","Uap1","2",0.141,0.859
"2735","Alox8","2",0.142,0.858
"3661","Bag3","2",0.142,0.858
"6146","D17Wsu104e","2",0.142,0.858
"8554","Gdi2","2",0.142,0.858
"23041","Hcfc1","2",0.142,0.858
"26638","Mlf2","2",0.142,0.858
"33069","Rwdd1","2",0.142,0.858
"35916","Tmem183a","2",0.142,0.858
"4104","Bysl","2",0.143,0.857
"24142","Ipmk","2",0.143,0.857
"28451","Nsl1","2",0.143,0.857
"33078","Rxra","2",0.143,0.857
"34068","Slc4a8","2",0.143,0.857
"8570","Get4","2",0.144,0.856
"25481","Magoh","2",0.144,0.856
"30361","Pdia4","2",0.144,0.856
"33417","Sephs1","2",0.144,0.856
"33987","Slc35e1","2",0.144,0.856
"34872","Ssr1","2",0.144,0.856
"36587","Trim28","2",0.144,0.856
"36952","U2af1","2",0.144,0.856
"3049","Aqp3","2",0.145,0.855
"3264","Ascc2","2",0.145,0.855
"6334","Dcun1d5","2",0.145,0.855
"27978","Ndfip1","2",0.145,0.855
"31486","Psmd7","2",0.145,0.855
"31872","Rasgef1a","2",0.145,0.855
"36205","Tomm40","2",0.145,0.855
"2176","Acaa1b","2",0.146,0.854
"3854","Bckdk","2",0.146,0.854
"4979","Cebpa","2",0.146,0.854
"6399","Decr2","2",0.146,0.854
"27259","Mrpl45","2",0.146,0.854
"34042","Slc43a2","2",0.146,0.854
"36299","Trafd1","2",0.146,0.854
"3963","Bmp2k","2",0.147,0.853
"5972","Cyb5b","2",0.147,0.853
"6532","Dhcr7","2",0.147,0.853
"7269","Elp5","2",0.147,0.853
"23165","Hip1r","2",0.147,0.853
"35715","Timm17a","2",0.147,0.853
"36042","Tmem65","2",0.147,0.853
"36554","Trerf1","2",0.147,0.853
