"","Feature.ID","rfTestPred","X1","X2"
"2864","Ankrd32","2",0.061,0.939
"5010","Cenpk","2",0.061,0.939
"6334","Dcun1d5","2",0.061,0.939
"25469","Maged1","2",0.061,0.939
"31783","Rad18","2",0.061,0.939
"33605","Sh2d1a","2",0.061,0.939
"34473","Snrpb","2",0.061,0.939
"34617","Spata13","2",0.061,0.939
"37099","Uchl5","2",0.061,0.939
"2644","Akt1","2",0.062,0.938
"5589","Coro1b","2",0.062,0.938
"5903","Ctsz","2",0.062,0.938
"5927","Cutc","2",0.062,0.938
"23080","Heatr3","2",0.062,0.938
"25185","Lpxn","2",0.062,0.938
"27535","Mvb12a","2",0.062,0.938
"35201","Syt11","2",0.062,0.938
"35714","Timm13","2",0.062,0.938
"2621","Akip1","2",0.063,0.937
"2696","Aldh7a1","2",0.063,0.937
"5621","Cox7c","2",0.063,0.937
"6822","Dpy30","2",0.063,0.937
"7009","E2f7","2",0.063,0.937
"23021","Havcr2","2",0.063,0.937
"23479","Hsp90aa1","2",0.063,0.937
"23516","Htatip2","2",0.063,0.937
"24566","Kif4","2",0.063,0.937
"27844","Naa10","2",0.063,0.937
"28089","Neu3","2",0.063,0.937
"32027","Reep3","2",0.063,0.937
"34009","Slc38a1","2",0.063,0.937
"36647","Trip13","2",0.063,0.937
"2187","Acads","2",0.064,0.936
"2262","Acsl5","2",0.064,0.936
"2952","Ap2m1","2",0.064,0.936
"3407","Atp5g1","2",0.064,0.936
"4418","Casp1","2",0.064,0.936
"4475","Cby1","2",0.064,0.936
"7214","Eif4e2","2",0.064,0.936
"8425","Gale","2",0.064,0.936
"25120","Lman1","2",0.064,0.936
"27614","Myo1c","2",0.064,0.936
"28006","Ndufa9","2",0.064,0.936
"2529","Ahnak","2",0.065,0.935
"7212","Eif4e","2",0.065,0.935
"30170","Parpbp","2",0.065,0.935
"30813","Plk3","2",0.065,0.935
"31797","Rad54l","2",0.065,0.935
"33797","Slc15a3","2",0.065,0.935
"33818","Slc17a5","2",0.065,0.935
"33912","Slc25a46","2",0.065,0.935
"34315","Snapc2","2",0.065,0.935
"4118","C030034L19Rik","2",0.066,0.934
"7811","Fam64a","2",0.066,0.934
"28540","Nup155","2",0.066,0.934
"30260","Pcgf2","2",0.066,0.934
"31187","Prdx2","2",0.066,0.934
"33826","Slc19a1","2",0.066,0.934
"37200","Uqcrc1","2",0.066,0.934
"3391","Atp2a2","2",0.067,0.933
"4017","Brca1","2",0.067,0.933
"4180","C2cd2","2",0.067,0.933
"6365","Ddx21","2",0.067,0.933
"6618","Dlgap5","2",0.067,0.933
"8700","Glrx5","2",0.067,0.933
"24975","Lcorl","2",0.067,0.933
"25419","M6pr","2",0.067,0.933
"27285","Mrps23","2",0.067,0.933
"28075","Nelfe","2",0.067,0.933
"28155","Nhp2","2",0.067,0.933
"31570","Ptpn11","2",0.067,0.933
"31920","Rbl1","2",0.067,0.933
"32318","Rnf157","2",0.067,0.933
"35471","Tcp1","2",0.067,0.933
"1974","Aagab","2",0.068,0.932
"6494","Denr","2",0.068,0.932
"6754","Dnttip1","2",0.068,0.932
"7869","Farp1","2",0.068,0.932
"24015","Il1r1","2",0.068,0.932
"24903","Lamtor4","2",0.068,0.932
"30422","Pepd","2",0.068,0.932
"35846","Tmem120a","2",0.068,0.932
"37196","Uqcc2","2",0.068,0.932
"28109","Nfatc1","2",0.069,0.931
"30349","Pdgfb","2",0.069,0.931
"4717","Cct3","2",0.07,0.93
"23244","Hivep3_1","2",0.07,0.93
"23481","Hsp90b1","2",0.07,0.93
"25528","Map2k3","2",0.07,0.93
"28521","Nudt21","2",0.07,0.93
"33574","Sfxn1","2",0.07,0.93
"34216","Smarcc1","2",0.07,0.93
"34474","Snrpb2","2",0.07,0.93
"23246","Hjurp","2",0.071,0.929
"27266","Mrpl51","2",0.071,0.929
"31702","Rab11fip4","2",0.071,0.929
"35309","Tars","2",0.071,0.929
"36228","Tor4a","2",0.071,0.929
"4766","Cd2bp2","2",0.072,0.928
"4920","Cdk5r1","2",0.072,0.928
"5961","Cxx1a","2",0.072,0.928
"6340","Ddb1","2",0.072,0.928
"22462","Gmpr2","2",0.072,0.928
"22839","Gtf2e2","2",0.072,0.928
"25589","Mapre3","2",0.072,0.928
"28279","Noc4l","2",0.072,0.928
"30945","Polr2m","2",0.072,0.928
"31027","Ppfibp1","2",0.072,0.928
"31071","Ppp1r14b","2",0.072,0.928
"35291","Taldo1","2",0.072,0.928
"36070","Tmem97","2",0.072,0.928
"1248","4930579G24Rik","2",0.073,0.927
"2960","Ap3s1","2",0.073,0.927
"3201","Arnt2","2",0.073,0.927
"5374","Clstn1","2",0.073,0.927
"5864","Ctla4","2",0.073,0.927
"7846","Fam92a","2",0.073,0.927
"8115","Fkbp1a","2",0.073,0.927
"23719","Ighm","2",0.073,0.927
"27262","Mrpl48","2",0.073,0.927
"28502","Nucb2","2",0.073,0.927
"30205","Pbx3","2",0.073,0.927
"31447","Psma2","2",0.073,0.927
"33217","Sccpdh","2",0.073,0.927
"35428","Tcea1","2",0.073,0.927
"23223","Hist1h4i","2",0.074,0.926
"23498","Hspb11","2",0.074,0.926
"27909","Nasp","2",0.074,0.926
"27993","Ndufa1","2",0.074,0.926
"31076","Ppp1r16a","2",0.074,0.926
"36126","Tnfrsf10b","2",0.074,0.926
"37049","Ubl5","2",0.074,0.926
"38212","Xpnpep1","2",0.074,0.926
"2884","Ankrd55","2",0.075,0.925
"5136","Chek2","2",0.075,0.925
"7645","Fam129b","2",0.075,0.925
"25012","Leo1","2",0.075,0.925
"25645","Mbd2","2",0.075,0.925
"27996","Ndufa12","2",0.075,0.925
"30595","Pigk","2",0.075,0.925
"31603","Ptprs","2",0.075,0.925
"31987","Rcbtb2","2",0.075,0.925
"33043","Rtn3","2",0.075,0.925
"33294","Scpep1","2",0.075,0.925
"34899","St13","2",0.075,0.925
"3444","Atp6v1h","2",0.076,0.924
"8676","Glipr1","2",0.076,0.924
"24067","Immp1l","2",0.076,0.924
"24146","Ipo5","2",0.076,0.924
"24961","Lclat1","2",0.076,0.924
"33656","Shfm1","2",0.076,0.924
"36938","Txnrd1","2",0.076,0.924
"37226","Usp1","2",0.076,0.924
"42","1110008F13Rik","2",0.077,0.923
"1967","Aaas","2",0.077,0.923
"5568","Cops2","2",0.077,0.923
"6661","Dnaaf2","2",0.077,0.923
"22882","Guf1","2",0.077,0.923
"23432","Hrsp12","2",0.077,0.923
"24537","Kif13a","2",0.077,0.923
"30106","Palb2","2",0.077,0.923
"33738","Skap2","2",0.077,0.923
"34948","Stard10","2",0.077,0.923
"35103","Supt16","2",0.077,0.923
"5219","Ciao1","2",0.078,0.922
"5936","Cwf19l1","2",0.078,0.922
"8560","Gdpd5","2",0.078,0.922
"8628","Gins4","2",0.078,0.922
"22450","Gmds","2",0.078,0.922
"24575","Kifc1","2",0.078,0.922
"28409","Nrarp","2",0.078,0.922
"30375","Pdlim7","2",0.078,0.922
"35875","Tmem14c","2",0.078,0.922
"3332","Atf6","2",0.079,0.921
"4052","Bsg","2",0.079,0.921
"4660","Ccl5","2",0.079,0.921
"4723","Cct7","2",0.079,0.921
"5585","Coq7","2",0.079,0.921
"6150","D1Ertd622e","2",0.079,0.921
"6596","Dkkl1","2",0.079,0.921
"9945","Gm11974","2",0.079,0.921
"24005","Il18r1","2",0.079,0.921
"25175","Lpgat1","2",0.079,0.921
"28537","Nup107","2",0.079,0.921
"34211","Smarca5","2",0.079,0.921
"35390","Tbcb","2",0.079,0.921
"2318","Adam10","2",0.08,0.92
"2430","Adora2a","2",0.08,0.92
"2674","Alad","2",0.08,0.92
"5272","Clcn5","2",0.08,0.92
"24731","Kntc1","2",0.08,0.92
"27253","Mrpl4","2",0.08,0.92
"31487","Psmd8","2",0.08,0.92
"35964","Tmem230","2",0.08,0.92
"942","4930422G04Rik","2",0.081,0.919
"3172","Arl5a","2",0.081,0.919
"6771","Dok1","2",0.081,0.919
"13960","Gm16279","2",0.081,0.919
"23508","Hspe1","2",0.081,0.919
"24533","Khsrp","2",0.081,0.919
"25545","Map3k5","2",0.081,0.919
"28525","Nudt5","2",0.081,0.919
"28548","Nup37","2",0.081,0.919
"30930","Polr1c","2",0.081,0.919
"31464","Psmb7","2",0.081,0.919
"31786","Rad23a","2",0.081,0.919
"33714","Sirt5","2",0.081,0.919
"33760","Sla","2",0.081,0.919
"35608","Tfeb","2",0.081,0.919
"36371","Trappc12","2",0.081,0.919
"37272","Usp5","2",0.081,0.919
"4705","Ccr5","2",0.082,0.918
"4706","Ccr6","2",0.082,0.918
"23038","Hbs1l","2",0.082,0.918
"30931","Polr1d","2",0.082,0.918
"31459","Psmb4","2",0.082,0.918
"33939","Slc29a1","2",0.082,0.918
"3168","Arl3","2",0.083,0.917
"4098","Bub3","2",0.083,0.917
"25642","Mb21d1","2",0.083,0.917
"28121","Nfil3","2",0.083,0.917
"29971","Osbp","2",0.083,0.917
"30814","Plk4","2",0.083,0.917
"34790","Spty2d1","2",0.083,0.917
"34851","Srsf9","2",0.083,0.917
"35719","Timm23","2",0.083,0.917
"37340","Vcp","2",0.083,0.917
"2597","Ak2","2",0.084,0.916
"7086","Edf1","2",0.084,0.916
"25210","Lrp10","2",0.084,0.916
"25575","Mapk6","2",0.084,0.916
"31496","Psmg2","2",0.084,0.916
"34517","Snx5","2",0.084,0.916
"35615","Tfpi","2",0.084,0.916
"36066","Tmem9","2",0.084,0.916
"75","1190007I07Rik","2",0.085,0.915
"5042","Cep70","2",0.085,0.915
"27232","Mrpl18","2",0.085,0.915
"31034","Ppie","2",0.085,0.915
"22925","H2-Eb1","2",0.086,0.914
"28104","Nf1","2",0.086,0.914
"30944","Polr2l","2",0.086,0.914
"30970","Pop1","2",0.086,0.914
"35866","Tmem138","2",0.086,0.914
"37051","Ublcp1","2",0.086,0.914
"4945","Cdkn3","2",0.087,0.913
"7248","Ell2","2",0.087,0.913
"20937","Gm5559","2",0.087,0.913
"27269","Mrpl54","2",0.087,0.913
"27333","Msh6","2",0.087,0.913
"30363","Pdia6","2",0.087,0.913
"35179","Syne3","2",0.087,0.913
"35700","Ticrr","2",0.087,0.913
"36929","Txndc17","2",0.087,0.913
"37035","Ube2v1","2",0.087,0.913
"4868","Cdca7l","2",0.088,0.912
"25321","Lsm3","2",0.088,0.912
"25323","Lsm5","2",0.088,0.912
"27162","Mpp6","2",0.088,0.912
"27241","Mrpl27","2",0.088,0.912
"27426","Mthfd1l","2",0.088,0.912
"31960","Rbm8a","2",0.088,0.912
"33465","Serpina3g","2",0.088,0.912
"34775","Spsb3","2",0.088,0.912
"34909","St6gal1","2",0.088,0.912
"35062","Sub1","2",0.088,0.912
"36870","Tuba1b","2",0.088,0.912
"467","1810009A15Rik","2",0.089,0.911
"3840","Bcap29","2",0.089,0.911
"5772","Cs","2",0.089,0.911
"5831","Cstf2","2",0.089,0.911
"6939","Dynlrb1","2",0.089,0.911
"23491","Hspa4","2",0.089,0.911
"24983","Ldha","2",0.089,0.911
"30475","Pgap3","2",0.089,0.911
"33366","Sec61b","2",0.089,0.911
"5044","Cep76","2",0.09,0.91
"27407","Mtch1","2",0.09,0.91
"31488","Psmd9","2",0.09,0.91
"31787","Rad23b","2",0.09,0.91
"709","2700060E02Rik","2",0.091,0.909
"3863","Bcl2l1","2",0.091,0.909
"4143","C1galt1c1","2",0.091,0.909
"4929","Cdkal1","2",0.091,0.909
"5362","Clpb","2",0.091,0.909
"7556","F2r","2",0.091,0.909
"24656","Klhl5","2",0.091,0.909
"25626","Mastl","2",0.091,0.909
"25918","Mical2","2",0.091,0.909
"28144","Ngfrap1","2",0.091,0.909
"31941","Rbm3","2",0.091,0.909
"198","1700017B05Rik","2",0.092,0.908
"4364","Capn2","2",0.092,0.908
"5603","Cox18","2",0.092,0.908
"5978","Cyb5r4","2",0.092,0.908
"6602","Dleu2","2",0.092,0.908
"4426","Casp7","2",0.093,0.907
"8575","Gfm1","2",0.093,0.907
