Feature.ID,LNTREGavg,LNTFR_avg,SPTREG_avg,SPTRF_avg,LNTFR_mad,LNFC,SPFC,LNTcon1,LNTcon2,LNTcon3,LNTfh1,LNTfh2,LNTfh3,LNTreg1,LNTreg2,LNTreg3,LNTfr1,LNTfr2,LNTfr3,SpleenTcon1,SpleenTcon2,SpleenTcon3,SpleenTfh1,SpleenTfh2,SpleenTfh3,SpleenTreg1,SpleenTreg2,SpleenTreg3,SpleenTfr1,SpleenTfr2,SpleenTfr3,BloodTcon1,BloodTcon2,BloodTcon3,BloodTfh1,BloodTfh2,BloodTfh3,BloodTreg1,BloodTreg2,BloodTreg3,BloodTfr1,BloodTfr2,BloodTfr3,cat
Sdccag3,38.67533333,17.99966667,78.054,26.05033333,5.9215044,-2.148669419,-2.99627644,63.517,1.662,36.84,26.843,16.26,30.26,35.384,10.31,70.332,22.451,17.771,13.777,10.987,82.166,21.965,62.19,27.966,5.757,33.751,149.376,51.035,13.898,31.478,32.775,28.425,26.449,10.977,3.822,20.014,1.959,22.668,40.582,36.714,22.217,19.69,11.721,n
Vars2,36.20333333,16.85533333,24.47266667,21.96333333,0.6108312,-2.147885931,-1.114251025,14.658,9.789,7.542,26.965,25.611,29.953,40.025,52.068,16.517,24.322,13.328,12.916,48.731,38.395,12.624,27.326,18.644,20.544,43.771,4.684,24.963,17.141,14.528,34.221,7.349,21.487,11.787,28.188,49.57,15.995,18.493,27.055,16.945,27.343,0,9.21,n
Fam104a,123.7786667,57.67033333,110.5026667,109.431,13.8504492,-2.146314397,-1.009793081,92.134,60.765,28.428,61.162,98.821,73.116,145.597,100.527,125.212,79.983,70.641,22.387,54.047,43.77,28.024,61.365,102.973,45.604,159.79,79.633,92.085,74.586,140.923,112.784,121.743,54.322,66.221,46.342,80.755,61.367,60.846,140.346,86.418,5.127,48.13,153.215,n
Msl1,51.74433333,24.11866667,43.46066667,22.929,1.1816322,-2.145406047,-1.89544536,13.96,53.377,5.221,80.038,58.13,66.204,56.266,83.515,15.452,22.451,26.657,23.248,68.223,102.643,8.584,97.407,48.331,49.555,32.169,75.469,22.744,19.457,35.352,13.978,36.468,47.418,30.052,9.316,57.25,63.488,11.334,81.728,97.715,13.672,4.375,14.233,n
Idua,30.35933333,14.15633333,14.92766667,12.48233333,12.7978032,-2.144576044,-1.195903544,69.101,45.989,6.962,28.068,39.259,29.339,31.904,14.95,44.224,5.145,23.547,13.777,29.593,41.211,19.693,24.381,16.636,26.866,23.731,8.848,12.204,4.633,8.233,24.581,21.076,29.383,30.411,13.377,20.945,41.782,0,23.673,16.38,34.179,51.412,37.676,n
Fkbp15,91.82933333,42.82533333,54.07666667,48.80733333,6.7473126,-2.144275974,-1.107961918,31.409,69.261,74.84,53.563,65.881,32.411,120.074,68.565,86.849,50.984,55.535,21.957,48.199,58.617,48.727,38.044,69.701,61.859,66.975,61.416,33.839,28.722,20.339,97.361,61.842,61.7,78.638,84.563,111.475,82.747,96.639,45.655,70.038,63.232,120.325,82.049,n
Nin,98.75,46.05466667,71.816,34.45566667,4.8080718,-2.144190961,-2.084301566,127.731,74.986,55.115,37.138,31.424,15.668,107.892,87.123,101.235,41.629,44.872,51.663,63.793,56.569,82.053,54.063,49.909,33.977,51.154,74.428,89.866,56.055,16.465,30.847,69.053,59.585,65.232,36.309,57.25,54.022,54.285,79.473,73.992,64.086,53.599,115.539,n
Rmnd5b,64.63133333,30.17366667,54.29066667,68.57166667,7.183197,-2.141978104,1.263047055,120.751,57.44,25.527,78.444,70.599,55.605,121.234,41.757,30.903,25.726,20.881,43.914,88.425,82.166,59.331,79.74,82.178,54.409,43.243,19.778,99.851,83.388,81.358,40.969,64.754,50.266,82.237,42.281,90.995,67.732,38.178,114.983,48.01,54.687,94.073,43.536,n
Gimap6,570.9193333,266.589,696.6736667,618.6633333,69.2048028,-2.141571232,-1.126094968,457.18,584.746,703.151,500.695,378.267,334.552,606.75,575.324,530.684,319.466,272.788,207.513,727.598,807.321,600.375,651.462,667.461,575.241,724.592,687.548,677.881,579.081,538.509,738.4,857.472,864.788,688.577,444.073,662.565,619.053,705.103,582.24,625.263,422.115,497.709,412.759,n
Chd6,135.0613333,63.10033333,112.5296667,144.4936667,45.612189,-2.140421867,1.284049539,116.564,145.91,134.016,128.207,61.079,78.031,131.675,153.626,119.883,94.483,31.1,63.718,103.487,155.884,95.939,79.622,70.848,103.286,151.88,103.054,82.655,163.532,109.93,160.019,134.223,106.702,128.934,90.296,160.812,105.107,201.032,165.71,180.744,158.934,183.77,226.054,n
5330438D12Rik,9.882,4.618666667,6.177333333,8.303666667,0.0874734,-2.139578522,1.344215411,61.423,27.335,4.931,7.109,8.846,0,16.242,13.404,0,4.677,4.443,4.736,21.087,6.399,25.752,4.476,5.88,2.37,6.328,0,12.204,16.678,8.233,0,16.916,12.642,16.825,2.15,14.429,8.324,7.755,0,1.694,0,2.188,45.211,n
Pnpt1,49.541,23.15933333,28.864,37.49333333,1.3521312,-2.139137569,1.298965262,29.315,20.132,56.565,29.294,23.589,33.947,46.405,65.987,36.231,39.29,15.55,14.638,68.401,11.263,25.5,26.03,32.699,29.688,22.676,23.421,40.495,57.908,22.761,31.811,16.639,31.454,25.553,18.632,36.538,42.108,23.265,48.473,23.723,56.396,36.098,106.329,n
Atrn,36.96433333,17.29933333,34.33466667,38.93966667,0.9310728,-2.136749008,1.134121005,23.034,77.387,49.023,34.319,19.882,41.473,19.722,45.882,45.289,18.71,15.106,18.082,29.593,33.532,113.359,48.174,22.66,34.654,63.81,19.778,19.416,37.061,48.911,30.847,62.952,41.636,30.411,19.827,35.141,38.844,87.094,39.455,23.723,35.034,1.094,136.47,n
AY036118,96.536,45.188,56.688,55.71866667,10.7103024,-2.136319377,-1.017396923,110.98,57.81,66.718,138.381,59.225,43.47,88.75,63.925,136.933,65.484,38.652,31.428,85.589,62.968,51.252,47.114,78.019,34.767,52.209,55.17,62.685,57.445,63.44,46.271,108.709,52.768,58.304,110.6,80.057,52.88,75.163,136.401,17.51,119.628,60.163,87.073,n
Apol9a,13.404,6.276666667,6.648,0.636333333,0.4106802,-2.135528412,-10.44735464,0,6.649,0,10.664,5.392,6.759,12.181,6.186,21.845,8.887,1.333,8.61,2.304,0,8.584,0,0.143,1.129,12.657,7.287,0,0.463,0,1.446,0.139,0.604,0.45,0,0,0.163,0,0.564,8.472,0,0,9.21,n
Mllt10,110.0413333,51.54666667,127.616,79.83566667,3.7672866,-2.13479048,-1.598483552,71.194,145.171,80.352,75.503,65.375,82.793,105.572,104.136,120.416,46.774,49.315,58.551,105.436,95.732,80.033,72.673,81.174,83.983,90.706,95.767,196.375,116.743,72.156,50.608,125.071,94.879,140.181,137.355,169.19,82.91,170.609,96.946,80.77,23.071,193.614,113.864,n
Gabbr1,96.65933333,45.32233333,91.17866667,115.3343333,1.4425698,-2.132708672,1.264926737,149.369,55.409,56.855,78.567,85.932,55.451,93.391,111.869,84.718,46.306,45.317,44.344,36.681,76.534,63.623,85.04,64.251,80.484,68.029,105.656,99.851,101.455,140.439,104.109,76.402,72.055,66.042,110.6,126.835,79.973,94.849,143.728,170.578,135.008,119.231,56.095,n
Nudt16,60.864,28.56966667,48.94233333,40.232,6.234333,-2.130371373,-1.216502618,73.986,58.179,28.718,19.366,26.116,12.442,96.871,49.49,36.231,14.968,59.978,10.763,76.729,46.074,16.916,50.411,25.098,38.718,53.263,28.106,65.458,44.01,10.654,66.032,38.963,32.144,64.782,48.731,33.978,34.6,118.114,38.328,28.806,31.616,1.094,5.861,n
Zscan29,161.0706667,75.611,136.2186667,51.22066667,19.4917422,-2.130254417,-2.659447359,40.483,61.504,15.664,45.228,55.182,49.461,205.344,103.105,174.763,61.742,75.972,89.119,48.199,88.309,37.113,54.534,44.889,77.21,155.571,73.907,179.178,68.563,57.144,27.955,57.266,47.461,37.34,42.52,58.879,34.764,150.923,87.364,171.142,131.591,17.502,51.072,n
Itga5,3.666333333,1.722,3.620333333,0.470333333,1.00E-50,-2.129113434,-7.697377751,1.396,0.369,2.901,0,7.414,0.922,0,5.671,5.328,0,0,5.166,2.481,0,2.777,0.707,0,0,0.527,3.123,7.211,0.927,0.484,0,2.773,0.431,2.879,0,0.233,0.163,0,0.564,7.343,0,0,0,n
Epc1,134.4433333,63.23333333,61.77933333,71.04366667,13.6962588,-2.126146547,1.149958454,73.986,117.836,112.551,126.859,61.079,93.853,160.098,119.086,124.146,56.596,85.746,47.358,111.284,95.732,69.429,84.451,88.345,88.499,96.507,49.445,39.386,77.828,73.609,61.694,117.306,133.625,134.062,120.394,67.723,71.159,68.601,82.291,102.798,88.012,74.383,94.608,n
Adprm,40.19133333,18.933,66.50566667,27.839,11.9393778,-2.122819064,-2.388938779,20.94,33.245,32.199,64.349,84.331,96.618,42.925,20.105,57.544,30.871,3.11,22.818,18.075,25.341,23.985,57.361,43.025,52.377,50.099,115.025,34.393,25.48,42.132,15.905,32.308,33.266,34.28,54.942,45.614,51.574,62.04,27.055,17.51,43.579,36.098,19.256,n
Nars2,14.047,6.619666667,10.932,5.375333333,2.6345802,-2.122010172,-2.033734342,22.336,16.623,0,14.218,12.384,15.053,0,14.435,27.706,0,1.777,18.082,4.253,10.751,18.43,6.478,8.748,14.675,0.527,32.269,0,6.486,0,9.64,13.311,11.908,8.818,17.199,6.051,14.036,0,9.582,2.259,0,0,0,n
Tor1a,62.836,29.61533333,63.20533333,36.32533333,17.8816386,-2.121738739,-1.739979445,18.148,49.498,33.069,61.407,34.288,30.875,80.629,40.211,67.668,27.129,46.649,15.068,29.947,34.556,9.341,36.866,51.056,34.542,56.427,24.462,108.727,47.716,10.17,51.09,21.076,36.157,29.602,14.572,34.909,43.414,42.95,10.146,44.056,79.467,35.004,0,n
Dohh,33.94033333,15.99766667,47.164,26.319,0.689409,-2.12158023,-1.792013374,20.242,21.979,11.023,48.17,25.779,28.878,26.683,31.447,43.691,17.306,17.771,12.916,28.53,14.59,16.663,20.023,34.133,20.319,62.228,51.527,27.737,9.729,64.408,4.82,8.597,29.642,10.887,40.609,21.643,40.802,24.458,28.746,44.621,8.545,72.195,4.186,n
Gm26525,6.509333333,3.068666667,6.814333333,3.689,2.5530372,-2.121225288,-1.847203397,0,0,6.962,3.432,0.842,0.768,13.342,6.186,0,7.484,0,1.722,0,4.095,0.757,0,1.291,2.032,1.582,0,18.861,0.463,0,10.604,1.248,2.071,2.969,0,0.465,4.57,7.158,2.255,1.694,0,0,0,n
Jmjd8,10.637,5.015666667,14.84133333,2.558666667,1.9095888,-2.120754968,-5.800416882,5.584,0.923,0.29,1.226,1.011,1.229,21.462,6.186,4.263,7.952,6.664,0.431,0.709,6.911,2.02,2.238,1.004,1.129,37.97,1.561,4.993,1.39,4.358,1.928,0.971,0,0.9,0.478,1.862,0.653,1.79,27.618,7.908,17.944,17.502,3.349,n
Zfp329,57.23933333,27.006,73.26766667,69.01533333,24.1826886,-2.119504308,-1.061614327,68.403,107.493,61.207,64.962,47.599,45.314,98.611,44.335,28.772,44.903,26.213,9.902,55.819,59.896,43.677,37.926,105.268,36.009,31.642,91.083,97.078,63.467,91.043,52.536,121.605,79.821,92.764,14.333,82.617,72.791,52.495,46.782,70.603,23.071,5.469,75.351,n
Gm26637,5.315333333,2.508333333,4.949333333,6.259333333,1.2765186,-2.119069768,1.264682112,4.886,1.293,0,2.084,3.117,0.461,0.58,2.578,12.788,0,6.664,0.861,1.063,0,7.574,14.487,2.295,3.725,13.184,0,1.664,0.463,0,18.315,3.051,5.738,10.347,5.255,0.698,0.163,21.475,0,0,0,0,0,n
Herc1,243.3033333,114.946,147.333,167.6813333,30.637929,-2.116675076,1.138111172,384.59,227.914,267.163,194.885,114.66,119.044,293.514,237.656,198.74,110.854,90.189,143.795,165.331,227.555,92.152,157.948,147.863,170.563,114.964,113.464,213.571,143.149,172.885,187.01,177.623,157.313,204.693,177.247,157.089,194.872,75.76,215.874,230.449,346.066,292.062,210.984,n
Nhsl1,5.766333333,2.726666667,2.773666667,0.805666667,1.00E-50,-2.114792176,-3.442697558,16.752,5.356,0.58,5.638,11.036,1.382,3.48,1.031,12.788,0,0,8.18,5.139,6.911,7.574,1.885,5.737,14.562,0,0,8.321,0,1.453,0.964,4.714,9.061,3.509,5.494,1.396,0,0,1.127,9.602,0,0,0,n
Sik1,9.781666667,4.626666667,15.12166667,18.16,0.504084,-2.114193083,1.200925824,0,9.974,5.802,9.315,5.897,1.997,10.441,8.248,10.656,6.548,0.444,6.888,3.544,2.816,12.119,8.009,6.597,4.289,5.801,5.725,33.839,24.09,5.327,25.063,6.656,9.147,4.769,3.344,3.258,8.65,14.317,5.636,0.565,52.124,14.22,0.837,n
Mmaa,15.60266667,7.381,8.572333333,5.519333333,0.6212094,-2.11389604,-1.553146515,5.584,7.757,2.321,8.702,10.11,12.596,22.043,8.248,16.517,9.355,9.774,3.014,13.113,23.805,14.643,3.651,0.43,17.835,6.856,0,18.861,8.339,5.327,2.892,14.837,9.233,10.707,0,21.643,6.692,5.965,5.073,9.037,0,61.257,0,n
Cd200,60.08366667,28.453,34.86566667,37.43066667,5.0912484,-2.111681252,1.073568076,0,24.01,23.786,69.006,65.797,67.279,79.469,29.385,71.397,21.516,45.761,18.082,19.315,14.078,20.703,97.407,54.642,91.659,22.149,45.281,37.167,50.033,17.434,44.825,27.593,17,27.262,35.115,36.77,55.002,58.46,120.055,106.752,88.866,3.282,0,n
Zfp518a,36.59466667,17.36033333,28.634,32.83866667,16.664424,-2.107947237,1.14684175,23.731,37.493,47.863,34.81,7.666,7.066,51.046,43.819,14.919,4.677,29.322,18.082,47.491,12.286,19.44,30.035,36.715,25.06,38.497,13.012,34.393,21.773,22.761,53.982,27.177,26.751,23.483,8.6,13.265,38.517,13.124,0,43.492,17.944,26.253,1.674,n
5830428H23Rik,72.01433333,34.174,121.544,55.296,0.237216,-2.10728429,-2.198061343,160.537,82.744,78.901,39.345,39.259,31.335,93.391,76.297,46.355,18.242,66.198,18.082,67.692,127.472,54.534,35.924,76.585,47.297,110.218,45.281,209.133,73.196,31.962,60.73,80.561,73.004,95.013,55.181,57.017,60.877,85.901,142.601,132.169,139.281,126.889,137.307,n
Pigv,33.076,15.69866667,20.62066667,16.66633333,9.258837,-2.106930524,-1.237264746,60.027,41.187,14.504,15.199,28.223,24.27,10.441,21.652,67.135,13.564,26.213,7.319,38.63,41.723,19.693,46.878,29.114,25.398,13.711,35.392,12.759,16.678,13.56,19.761,6.933,26.233,21.144,33.921,24.669,31.989,11.931,71.019,59.307,45.288,15.314,56.932,n
Adamts6,17.778,8.439666667,31.81366667,5.341666667,4.692429,-2.106481299,-5.955756631,0,2.032,3.481,5.27,0.927,14.9,38.864,13.404,1.066,18.71,4.887,1.722,8.329,5.375,0,5.771,2.868,5.983,30.059,34.872,30.51,9.729,6.296,0,9.429,1.122,2.519,22.932,30.952,5.059,49.512,33.255,14.121,0,1.094,0,n
Kif21b,427.426,202.9503333,426.6006667,217.4696667,20.4554322,-2.106062075,-1.961655955,389.476,357.571,283.697,263.401,246.927,204.141,439.691,422.729,419.858,287.66,167.494,153.697,346.965,351.187,338.815,298.7,306.768,315.276,320.635,437.72,521.447,218.661,196.13,237.618,319.056,484.321,413.344,404.181,312.083,363.304,542.25,479.658,549.576,233.274,309.564,375.083,n
Fnbp4,161.148,76.529,163.026,121.725,34.9982556,-2.10571156,-1.339297597,186.362,201.872,150.551,139.361,136.48,109.213,135.156,179.918,168.37,74.838,103.517,51.232,190.494,225.507,107.552,113.073,150.014,167.515,184.048,127.516,177.514,72.733,178.212,114.23,163.48,177.764,177.7,189.669,233.887,159.292,113.341,143.165,204.467,78.613,101.73,93.771,n
E130307A14Rik,72.45833333,34.42166667,68.29533333,30.70066667,2.2268652,-2.105021062,-2.224555384,46.765,52.638,41.771,42.777,44.482,44.853,106.732,53.099,57.544,38.822,37.32,27.123,25.34,39.931,14.391,49.469,55.359,34.09,29.532,74.948,100.406,25.48,22.761,43.861,53.384,54.322,67.841,29.382,33.745,39.17,23.265,29.873,55.918,46.142,105.011,58.607,n
Mllt3,248.631,118.1333333,204.396,167.5996667,9.9200766,-2.104664222,-1.219548965,206.604,136.121,147.94,155.663,129.234,144.85,367.762,147.955,230.176,123.483,130.174,100.743,175.432,143.854,121.186,144.874,195.764,162.548,221.491,201.424,190.273,185.306,73.609,243.884,219.776,139.191,144.949,147.149,156.856,144.767,294.091,369.748,284.108,72.631,90.791,124.749,n
Bod1l,263.6376667,125.358,248.217,223.7256667,71.2641342,-2.103078118,-1.109470378,325.959,229.761,278.766,180.299,145.662,173.267,396.766,162.905,231.242,122.548,179.045,74.481,185.178,253.152,108.562,191.634,221.866,212.216,220.436,210.792,313.423,157.047,275.066,239.064,271.357,176.729,239.063,276.859,331.864,268.643,308.408,326.348,202.208,289.67,131.264,282.987,n
Gm3650,1.606666667,0.764,1.561333333,0.961333333,0.7620564,-2.102966842,-1.624133149,1.396,1.108,1.74,0.735,0.084,0.307,1.16,2.062,1.598,1.403,0.889,0,0,0.512,0,0.118,0.717,0.113,0,4.684,0,0.463,2.421,0,0.555,0.82,0.18,0.956,0.465,0.979,0,0,0.565,0,0,0,n
Zfp68,43.28633333,20.61266667,44.833,15.516,5.418903,-2.099987062,-2.889468935,21.638,30.844,37.13,34.319,23.505,48.232,28.423,25.776,75.66,43.967,7.108,10.763,27.467,14.59,26.762,17.55,32.125,23.028,48.517,42.158,43.824,17.604,5.327,23.617,8.874,22.954,21.864,36.309,29.09,21.217,60.846,0.564,56.483,41.87,4.375,15.07,n
Nfe2l2,48.96433333,23.333,48.79666667,36.95833333,9.6354174,-2.098501407,-1.320315671,173.1,139.261,67.588,70.355,50.885,85.558,27.843,40.726,78.324,12.161,18.66,39.178,90.551,89.589,105.785,57.832,67.549,80.71,58.01,5.725,82.655,40.304,42.616,27.955,79.175,115.892,120.026,96.984,117.526,104.291,62.636,105.401,46.316,85.448,107.199,35.164,n
Tbx6,19.21666667,9.160333333,15.51666667,11.79533333,3.5033838,-2.097813035,-1.315492003,18.148,3.879,18.275,15.811,11.036,6.298,4.06,6.702,46.888,11.693,9.33,6.458,13.822,15.614,8.332,8.716,19.505,10.272,21.622,0.52,24.408,9.729,23.729,1.928,18.58,21.53,15.566,37.265,57.017,22.196,66.812,10.709,12.426,0,47.036,0,n
Rnf123,82.116,39.176,99.878,47.16833333,3.9540942,-2.096079232,-2.117479948,41.181,92.163,87.314,81.754,83.067,49.307,86.43,61.347,98.571,31.339,44.428,41.761,63.439,46.586,33.326,81.153,80.744,45.152,161.372,124.394,13.868,33.355,39.226,68.924,88.188,75.593,90.155,66.647,94.951,61.203,64.426,92.437,84.159,5.127,72.195,67.816,n
Gm15879,2.405666667,1.148,8.656333333,4.016666667,1.00E-50,-2.095528456,-2.155103734,0,2.401,5.221,0,7.414,0,0,7.217,0,0,0,3.444,0,0,13.128,0.353,3.155,2.483,0,1.561,24.408,0,0,12.05,3.051,7.68,0,0,5.12,5.059,0,0.564,3.389,0,0,0,n
Ldhb,55.869,26.68466667,53.90666667,42.17766667,17.7081744,-2.09367427,-1.278085559,79.57,33.799,25.527,34.81,17.018,41.627,19.722,70.627,77.258,27.597,39.541,12.916,25.695,80.374,12.624,23.086,28.11,21.673,33.224,95.767,32.729,24.09,55.691,46.752,20.522,31.368,28.072,16.005,7.913,14.199,31.616,62.564,15.25,0,31.722,0.837,n
Txndc16,52.613,25.14733333,23.349,8.023666667,3.5404488,-2.092190027,-2.910016202,67.705,64.828,64.978,29.662,31.34,26.113,71.928,43.819,42.092,21.048,18.66,35.734,18.075,41.467,46.455,42.638,29.257,36.912,26.368,35.913,7.766,13.435,6.78,3.856,24.82,31.626,52.995,16.005,60.741,39.17,23.861,5.636,22.028,0,0,73.677,n
Gm26533,4.791,2.290333333,2.105,0.469666667,0.6997872,-2.09183525,-4.481902055,0,0.369,26.397,8.825,6.655,3.994,13.342,1.031,0,4.677,1.333,0.861,13.467,3.072,0,8.245,3.872,0.452,5.274,1.041,0,0.927,0,0.482,15.53,2.675,7.378,0,15.36,15.995,0.597,0.564,11.297,0,0,0,n
Vps11,37.13833333,17.75666667,45.28,26.49266667,14.6718096,-2.091514923,-1.709152218,32.107,61.134,46.993,27.088,45.24,35.022,28.423,35.571,47.421,29,19.104,5.166,43.415,17.15,31.559,39.693,26.102,34.993,20.567,77.551,37.722,39.378,20.339,19.761,51.165,40.385,34.55,23.888,27.927,33.621,22.072,65.382,30.501,12.817,4.375,31.815,n
Mllt11,5.721666667,2.740333333,7.567666667,3.688,1.9763058,-2.087945506,-2.051970354,1.396,8.311,0,24.391,3.96,11.367,9.861,4.64,2.664,0,1.333,6.888,0.532,5.119,0,0.824,0.287,8.015,1.055,16.655,4.993,1.39,7.264,2.41,0,0.043,0.54,14.094,0,0.979,0,1.127,0.565,4.272,21.877,0,n
Acad10,10.02966667,4.809,12.00333333,10.75966667,0.3128286,-2.085603383,-1.115585984,4.188,6.28,19.435,2.574,7.666,20.122,19.142,7.217,3.73,0,7.108,7.319,13.999,9.215,5.302,13.545,9.609,5.87,11.602,0,24.408,24.553,2.906,4.82,26.484,12.038,13.226,4.3,3.491,1.306,0,0.564,3.954,2.563,12.033,0,n
Ankrd16,84.984,40.75533333,77.20866667,66.15766667,13.358226,-2.08522402,-1.167040353,88.644,84.406,61.497,51.111,56.361,72.348,64.967,118.055,71.93,21.984,54.646,45.636,59.009,89.077,74.479,95.994,57.08,60.053,101.78,92.124,37.722,80.608,55.207,62.658,66.418,64.849,77.738,66.647,84.944,89.602,53.688,122.31,80.205,129.882,188.145,13.396,n
Irgq,16.79,8.053333333,23.609,11.25066667,0.8628732,-2.084850993,-2.098453424,0,4.802,28.138,9.56,9.267,13.517,26.103,7.217,17.05,14.968,4.887,4.305,23.214,2.56,12.119,11.307,15.919,14.336,8.438,21.339,41.05,12.971,11.623,9.158,16.085,16.655,15.026,16.96,19.083,12.894,10.141,2.255,0.565,0,19.69,24.28,n
Tnf,71.42533333,34.26033333,52.95766667,28.438,21.0410592,-2.084782207,-1.862214877,35.597,27.889,26.687,77.954,77.928,74.806,63.807,41.242,109.227,32.274,52.425,18.082,30.302,25.085,33.579,76.088,74.72,69.083,30.059,15.094,113.72,28.722,42.132,14.46,11.509,10.053,5.668,23.649,14.894,8.977,4.772,0,5.083,12.817,35.004,23.443,n
Ddx3y,179.2656667,86.014,108.4483333,84.21666667,10.4241606,-2.084145217,-1.287730061,6.282,175.091,166.795,5.638,123.337,162.668,43.505,195.383,298.909,5.613,129.73,122.699,3.544,165.099,204.501,1.767,211.253,142.343,165.063,0.52,159.762,130.177,112.351,10.122,126.042,4.574,167.983,85.757,113.337,10.609,165.836,142.037,14.685,106.81,123.607,63.63,n
Mvk,14.11833333,6.783666667,19.311,10.92966667,1.0407852,-2.081224509,-1.766842538,13.262,7.203,0.29,14.341,15.838,6.144,10.441,17.528,14.386,5.145,4.443,10.763,20.378,2.816,7.827,4.711,2.868,6.999,27.423,0,30.51,11.582,0,21.207,9.429,11.089,13.136,32.487,8.378,1.306,10.141,45.091,16.38,21.362,0,36.838,n
Dgka,1118.541667,537.4963333,1072.424667,623.8933333,8.3010774,-2.081021949,-1.718923107,1472.749,1313.001,1752.657,788.977,839.686,755.738,1154.333,1057.338,1143.954,700.206,458.941,453.342,1310.598,1412.428,1294.669,1073.246,1077.203,908.239,1131.713,1107.571,977.99,628.187,504.611,738.882,1207.31,1448.259,1446.345,1105.525,1060.988,1162.54,1177.558,857.861,931.399,782.707,768.988,514.902,n
Ing4,71.772,34.52333333,93.74933333,55.49366667,17.301942,-2.078941779,-1.689369958,117.262,53.562,64.688,59.323,70.851,63.9,41.185,66.502,107.629,56.596,29.322,17.652,55.11,96.244,23.227,80.8,58.944,76.646,51.681,102.534,127.033,50.496,65.377,50.608,66.557,71.753,81.787,80.024,117.06,78.83,72.777,56.364,170.578,61.523,109.387,56.932,n
Herc2,134.416,64.70433333,131.5606667,70.10633333,7.7198982,-2.077387913,-1.87658747,173.798,109.34,121.543,86.044,104.719,100.304,119.494,150.017,133.737,108.048,40.429,45.636,109.689,66.807,85.335,77.855,132.374,66.6,116.546,97.849,180.287,85.704,55.691,68.924,114.256,78.613,109.229,80.979,133.118,67.405,152.116,91.31,122.567,48.706,173.925,226.054,n
4930522L14Rik,5.505333333,2.650666667,5.091,4.880666667,1.00E-50,-2.07696177,-1.043095206,0,12.005,1.45,13.973,6.15,4.301,4.641,11.342,0.533,7.952,0,0,15.062,23.805,17.673,17.432,23.52,5.87,11.075,3.643,0.555,7.412,0,7.23,8.736,12.513,7.648,0,30.72,18.116,0,0,8.472,2.563,0,65.305,n
Tcp11l2,75.211,36.21366667,100.622,59.182,8.6776578,-2.076867849,-1.700212903,43.973,69.63,58.016,63.368,65.123,36.558,63.227,82.484,79.922,45.838,39.985,22.818,70.704,66.807,73.974,75.264,50.052,76.646,132.367,79.633,89.866,83.388,36.32,57.838,100.251,143.074,127.134,90.057,100.537,100.211,122.289,56.364,132.169,28.198,45.942,130.609,n
Kdm5d,23.917,11.51733333,18.92966667,22.07433333,5.2691604,-2.076609169,1.166123721,0,61.688,78.901,0.245,37.237,60.213,0,37.118,34.633,0,3.554,30.998,0.177,64.76,56.048,0,54.212,31.155,39.552,7.807,9.43,34.745,31.478,0,52.136,1.467,27.262,22.932,51.665,0.49,34.599,12.4,0,0,35.004,0,n
Ccm2,251.8746667,121.3873333,155.4736667,123.3926667,20.4836016,-2.074966637,-1.259991139,233.127,196.516,201.025,125.143,171.947,169.273,296.414,208.787,250.423,114.128,149.722,100.312,187.127,245.985,167.136,208.949,159.623,168.757,122.875,166.032,177.514,165.849,95.401,108.928,233.503,206.068,220.978,207.346,252.273,230.125,178.96,219.256,117.484,182.86,66.726,116.376,n
Bcl9l,99.21166667,47.88133333,59.41133333,57.04766667,4.2194796,-2.072032247,-1.041433187,107.49,84.775,96.016,87.514,76.327,90.166,141.536,79.906,76.193,40.693,43.539,59.412,58.832,78.07,42.668,59.01,107.563,81.161,46.408,53.609,78.217,31.502,73.609,66.032,78.759,58.421,97.893,101.762,78.661,129.915,59.057,120.055,138.947,40.161,6.563,56.095,n
Mitd1,107.5643333,51.936,80.478,62.789,0.4625712,-2.07109391,-1.281721321,9.074,119.867,134.887,65.329,80.708,49,113.693,91.248,117.752,66.419,22.658,66.731,110.929,96.244,62.108,71.73,93.508,115.026,100.198,70.785,70.451,66.247,37.773,84.347,123.684,84.481,113.638,95.312,105.657,69.038,53.688,155.565,47.445,135.008,83.134,164.099,n
Atm,47.537,22.95266667,25.278,26.29466667,4.1764842,-2.071088326,1.040219427,27.221,40.818,14.214,59.814,25.105,15.668,79.469,23.714,39.428,19.177,33.321,16.36,38.63,19.454,10.099,25.324,40.73,32.284,15.293,7.287,53.254,18.994,26.151,33.739,59.069,28.39,45.527,35.115,39.098,31.499,56.671,53.546,66.65,52.124,0,7.535,n
Mier2_1,8.819333333,4.258666667,18.854,11.83933333,0.2653854,-2.070914214,-1.592488316,9.772,5.91,6.092,16.057,4.297,29.339,8.121,9.279,9.058,1.403,5.776,5.597,9.037,8.191,17.673,9.658,10.469,9.256,22.149,24.983,9.43,5.559,15.981,13.978,23.849,22.393,11.967,5.255,7.68,29.051,14.317,11.273,7.343,5.127,0,3.349,n
Fcho2,79.03966667,38.22166667,57.67333333,62.225,5.1935478,-2.067928313,1.078921512,41.181,44.696,54.535,45.963,30.076,26.727,107.312,53.614,76.193,27.597,31.1,55.968,18.429,16.382,48.222,99.292,58.657,48.652,29.005,79.112,64.903,55.129,94.433,37.113,39.657,37.02,60.013,107.495,98.442,54.349,125.272,70.455,72.298,109.374,121.419,97.957,n
