Feature.ID,LNTREGavg,LNTFR_avg,SPTREG_avg,SPTRF_avg,LNTFR_mad,LNFC,SPFC,LNTcon1,LNTcon2,LNTcon3,LNTfh1,LNTfh2,LNTfh3,LNTreg1,LNTreg2,LNTreg3,LNTfr1,LNTfr2,LNTfr3,SpleenTcon1,SpleenTcon2,SpleenTcon3,SpleenTfh1,SpleenTfh2,SpleenTfh3,SpleenTreg1,SpleenTreg2,SpleenTreg3,SpleenTfr1,SpleenTfr2,SpleenTfr3,BloodTcon1,BloodTcon2,BloodTcon3,BloodTfh1,BloodTfh2,BloodTfh3,BloodTreg1,BloodTreg2,BloodTreg3,BloodTfr1,BloodTfr2,BloodTfr3,cat
Got2,65.41766667,159.112,50.419,131.98,14.9979816,2.432248169,2.617663976,89.342,45.989,73.68,85.308,148.106,112.9,27.263,76.813,92.177,147.338,159.941,170.057,81.868,84.469,64.885,119.668,89.205,156.001,41.661,45.802,63.794,117.206,133.175,145.559,39.657,53.372,62.263,112.272,94.02,47.167,71.584,65.946,27.677,46.997,86.415,66.979,y
Ints6,9.025,22.002,15.82966667,25.626,2.6034456,2.437894737,1.618859104,35.597,32.876,6.672,25.862,24.853,25.806,6.381,2.578,18.116,17.306,15.55,33.15,12.404,20.221,20.198,26.266,21.943,14.449,18.458,14.053,14.978,33.355,30.509,13.014,30.228,14.67,19.974,23.649,13.033,15.015,19.686,60.31,49.14,64.941,0,8.372,y
Fzr1,44.441,108.38,32.09233333,59.203,14.9535036,2.438739002,1.844770818,69.101,13.852,29.008,48.66,51.053,70.966,46.985,62.894,23.444,111.322,92.41,121.408,52.452,14.078,7.827,71.495,40.874,41.653,30.059,39.036,27.182,53.739,102.181,21.689,38.686,18.941,29.692,73.574,31.65,67.569,7.158,27.618,27.112,25.635,1.094,51.909,y
Erh,101.8026667,248.9023333,118.9083333,183.5986667,26.8306122,2.444949051,1.544035322,44.671,69.261,32.779,157.256,136.564,161.132,145.597,80.422,79.389,207.676,278.564,260.467,100.652,112.114,109.067,121.671,135.242,153.066,97.561,175.4,83.764,189.012,164.652,197.132,71.548,70.674,96.993,164.587,98.908,97.599,29.827,96.946,58.177,149.535,228.618,90.422,y
Casp1,9.956666667,24.393,15.13533333,37.65366667,16.3115652,2.449916304,2.48779897,0,1.108,15.084,42.286,20.556,40.245,11.601,11.342,6.927,13.097,35.542,24.54,4.43,17.918,9.846,64.546,37.002,52.151,13.184,16.135,16.087,22.7,27.603,62.658,11.093,7.421,3.149,32.01,40.494,58.103,0,0,9.037,0,17.502,29.303,y
Hrsp12,8.150333333,19.978,8.453333333,17.07533333,18.2671146,2.451188091,2.019952681,2.094,1.108,0,3.8,18.366,12.288,5.221,14.435,4.795,36.951,5.331,17.652,14.176,0,14.643,10.129,4.159,5.418,13.711,0,11.649,21.773,11.138,18.315,14.837,18.38,3.059,4.3,20.945,3.427,8.351,4.509,20.899,36.743,0,26.792,y
Nhp2,37.45866667,91.86933333,35.90666667,63.37766667,30.9136926,2.452552146,1.76506684,36.295,55.593,42.642,70.845,77.675,51.765,25.523,63.409,23.444,127.693,63.532,84.383,42.706,100.339,34.588,48.645,55.646,67.841,11.075,65.58,31.065,51.422,80.873,57.838,31.476,43.923,52.095,23.649,39.796,27.419,26.844,82.855,26.547,112.792,33.91,36.001,y
Pnkd,19.09266667,46.90833333,16.75866667,44.04533333,16.9861482,2.456876985,2.628212268,0.698,33.43,25.237,34.932,27.296,5.53,16.822,17.012,23.444,35.08,47.094,58.551,18.606,22.269,16.158,15.547,16.063,33.977,12.129,10.41,27.737,39.378,46.006,46.752,23.849,33.007,24.293,39.176,18.152,23.339,31.616,26.491,18.639,10.254,15.314,68.654,y
Cops4,33.60033333,82.64266667,42.964,80.12833333,0.6330702,2.459578774,1.865011017,18.846,41.002,93.405,59.323,68.914,51.304,36.544,38.149,26.108,80.451,83.525,83.952,71.59,47.354,64.632,48.763,71.995,54.521,64.865,30.188,33.839,106.551,68.766,65.068,66.834,41.205,45.707,64.975,39.098,77.198,32.809,44.528,46.881,82.885,124.701,21.768,y
Ercc1,10.60966667,26.121,13.51233333,35.48166667,8.4893676,2.462000062,2.62587266,50.953,47.651,38.581,43.389,36.816,32.718,4.641,15.466,11.722,20.113,31.988,26.262,10.455,16.894,21.46,43.933,22.373,23.253,6.856,19.258,14.423,29.186,30.025,47.234,33.417,19.243,20.154,25.56,8.844,36.396,0.597,10.146,15.25,32.47,0,9.21,y
Cntln,5.324,13.131,8.234,16.50866667,10.6272768,2.466378663,2.004938872,0,0,6.672,4.535,4.802,0.154,6.381,0,9.591,22.451,4.887,12.055,0,0.256,9.089,14.841,23.664,15.916,10.547,12.491,1.664,15.751,7.748,26.027,0,0.388,2.249,3.822,16.523,11.425,20.282,0.564,7.343,0,29.534,0.837,y
Gnb2,40.12433333,99.27933333,27.81966667,79.57666667,72.4205622,2.474292408,2.860446447,7.678,93.271,5.802,37.874,51.222,41.166,36.544,58.254,25.575,94.483,157.719,45.636,19.847,89.589,99.473,95.994,64.824,124.395,65.393,3.643,14.423,21.31,213.564,3.856,94.427,22.264,21.594,69.991,11.171,122.57,227.876,1.127,31.63,127.318,8.751,149.028,y
Dus2l,9.598666667,23.76166667,12.56466667,39.69866667,2.2253826,2.475517433,3.159547938,20.242,26.966,11.893,25.985,24.01,25.191,3.48,7.733,17.583,29.935,28.434,12.916,7.974,1.536,1.767,34.628,56.076,38.831,0,8.848,28.846,31.039,71.188,16.869,23.433,17.69,11.697,5.733,9.076,23.013,1.79,19.727,15.25,14.526,41.567,5.023,y
Rfk,36.45666667,90.35,20.913,63.113,25.1404482,2.478284721,3.017883613,2.792,16.253,34.229,51.602,44.314,52.994,9.861,35.571,63.938,70.161,91.966,108.923,41.82,6.143,48.222,23.321,32.699,42.782,25.313,21.339,16.087,68.1,55.207,66.032,17.332,31.152,26.633,45.626,42.588,39.497,23.265,27.055,14.121,60.668,112.668,38.513,y
Ppif,12.66666667,31.41166667,29.406,45.73033333,2.6434758,2.479868421,1.55513614,27.221,23.272,35.97,44.37,28.054,42.856,0,10.826,27.174,36.484,29.767,27.984,41.997,26.621,38.123,68.432,17.927,44.362,50.099,19.258,18.861,37.061,76.031,24.099,16.501,30.159,24.023,16.721,12.567,19.422,16.106,56.364,70.603,0,26.253,2.512,y
Agpat4,11.29633333,28.03166667,8.720333333,36.64566667,10.5457338,2.481483668,4.202324071,0,6.28,11.893,4.167,18.787,16.589,0,22.167,11.722,26.661,19.548,37.886,32.605,6.655,0.505,7.656,5.306,11.74,0.527,15.094,10.54,27.796,43.1,39.041,26.484,3.193,0.9,32.248,21.411,20.728,7.158,6.764,20.334,46.997,16.408,21.768,y
Ipo11,7.411666667,18.42033333,7.462666667,26.64333333,7.9749054,2.485315943,3.570216187,39.785,26.596,23.786,24.146,32.519,14.439,14.502,7.733,0,24.322,11.996,18.943,22.328,12.03,10.351,15.43,35.281,33.187,6.856,0,15.532,16.678,23.729,39.523,10.815,20.451,16.825,18.632,33.28,14.036,0,29.873,23.158,17.944,0,0.837,y
Crlf2,38.75633333,96.381,45.24633333,84.71733333,13.0142628,2.486845161,1.872357981,81.664,26.781,60.046,70.722,79.697,44.392,57.427,40.726,18.116,120.209,88.856,80.078,71.413,48.122,38.628,78.915,63.677,66.035,59.064,23.421,53.254,67.637,99.276,87.239,49.224,40.644,43.368,54.464,80.29,82.747,26.844,63.691,108.447,78.613,3.282,9.21,y
Lman1,24.16666667,60.13533333,24.86466667,50.068,27.9114276,2.48835862,2.013620398,41.181,35.831,16.825,52.46,52.57,20.429,42.925,23.714,5.861,14.968,73.306,92.132,33.491,34.3,32.064,21.319,42.451,48.2,1.055,3.643,69.896,31.039,24.214,94.951,23.988,30.85,14.306,11.466,16.291,38.681,14.317,23.109,19.769,0,19.69,50.234,y
Rbl2,19.214,47.85866667,27.81666667,47.64366667,55.4670312,2.490822664,1.712774116,41.879,14.406,3.481,29.784,22.662,44.238,11.601,25.261,20.78,7.016,44.428,92.132,12.227,15.358,0.252,14.959,13.625,20.883,21.622,13.012,48.816,16.678,96.37,29.883,31.892,19.934,29.152,38.459,17.454,79.646,48.916,76.091,62.131,89.721,72.195,51.072,y
Tmem138,8.274333333,20.61433333,6.752666667,25.41333333,10.741437,2.49135882,3.763451475,0,14.037,15.664,6.128,15.333,9.063,4.06,0.516,20.247,23.855,31.1,6.888,9.569,13.822,0.757,25.206,5.593,12.53,7.91,6.246,6.102,36.135,21.308,18.797,5.546,7.81,1.71,0,15.825,3.754,0.597,0.564,13.556,4.272,55.787,10.884,y
Polr2l,32.80866667,81.84766667,33.876,86.46733333,69.9831678,2.494696523,2.552465856,7.678,76.649,17.405,53.318,96.462,76.035,11.601,32.478,54.347,21.516,88.412,135.615,144.421,101.875,78.266,69.139,84.042,142.681,85.432,6.766,9.43,84.314,27.119,147.969,58.237,80.986,43.728,114.661,46.545,133.668,3.579,48.473,21.463,6.836,71.101,25.954,y
Snrpa,37.65666667,94.30533333,46.29633333,71.00033333,21.9217236,2.504346286,1.533605973,2.792,12.929,48.153,31.133,50.801,51.151,48.146,37.118,27.706,110.854,78.638,93.424,42.706,36.347,44.182,35.924,41.304,50.571,36.915,52.048,49.926,78.292,49.88,84.829,23.711,28.045,30.591,31.532,24.669,27.746,31.616,32.691,54.788,130.736,25.159,70.328,y
Isoc2a,8.294,20.775,8.362333333,22.56733333,8.5560846,2.504822763,2.698688564,10.47,5.171,5.221,10.051,10.278,4.147,0.58,6.186,18.116,29,19.548,13.777,15.24,4.095,11.866,6.243,10.183,5.87,5.801,10.41,8.876,22.237,33.415,12.05,7.904,8.284,9.627,10.033,2.327,2.775,1.79,5.073,0.565,3.418,10.939,0,y
Naa50,53.705,134.5923333,39.64433333,81.044,4.6123686,2.506141575,2.04427703,48.859,108.232,73.97,95.481,139.007,123.345,46.985,60.316,53.814,122.548,142.17,139.059,63.971,94.452,62.613,107.654,126.35,122.814,31.642,30.708,56.583,66.247,101.213,75.672,72.796,69.423,80.527,109.884,94.02,46.025,65.022,86.237,150.244,29.052,164.08,37.676,y
Ccl5,9.120666667,22.86133333,23.82833333,63.21733333,2.07564,2.506541919,2.653032105,8.376,4.802,15.084,42.654,72.284,76.188,9.281,1.031,17.05,16.371,17.771,34.442,66.451,70.903,81.296,88.809,129.075,27.317,15.821,22.38,33.284,72.733,59.081,57.838,189.409,393.195,159.165,211.407,128.696,199.931,48.916,0.564,24.852,142.699,89.697,238.613,y
Hif1a,100.323,251.9863333,148.3736667,340.8383333,129.8920686,2.511750379,2.297161895,146.577,60.395,63.237,374.326,278.182,268.195,102.092,91.248,107.629,348.466,159.941,247.552,105.613,43.514,86.345,292.222,292.713,239.646,131.312,179.564,134.245,403.504,234.387,384.624,63.506,69.984,85.836,105.584,137.54,116.858,155.695,57.491,72.863,206.785,83.134,158.238,y
Pex16,14.192,35.73866667,24.04333333,52.89266667,15.0543204,2.518226231,2.19988909,2.094,19.393,38,49.518,29.655,27.035,5.801,31.447,5.328,34.145,23.991,49.08,28.353,9.983,18.178,28.975,17.784,23.028,32.696,16.135,23.299,40.304,61.018,57.356,25.513,29.987,32.121,40.37,31.65,15.015,9.545,1.691,49.705,11.108,29.534,12.559,y
Phactr2,22.47233333,56.75333333,19.12366667,67.65233333,11.9438256,2.52547577,3.537623537,11.168,16.438,8.992,88.617,71.357,78.953,12.181,21.136,34.1,69.693,77.749,22.818,28.707,2.816,21.712,73.379,106.845,85.902,16.876,0,40.495,54.202,64.408,84.347,10.122,12.081,17.725,43.715,79.359,35.416,5.965,7.327,25.982,41.87,0,0,y
Parp1,67.17566667,169.7166667,71.382,111.8576667,36.4912338,2.526460475,1.567029037,83.758,95.303,47.283,127.472,159.395,127.492,107.312,34.54,59.675,201.128,131.507,176.515,101.892,77.814,34.084,60.541,108.28,125.636,58.537,96.808,58.801,94.969,122.036,118.568,61.565,77.578,50.116,75.485,41.425,77.361,24.458,111.037,40.668,45.288,44.849,92.933,y
Tsen34,19.12433333,48.42266667,10.55566667,35.97133333,4.6909464,2.531992401,3.407774654,0,7.757,6.382,19.243,26.706,12.903,19.722,37.118,0.533,45.371,42.207,57.69,28.884,34.3,13.128,26.266,12.621,23.479,15.293,12.491,3.883,52.349,29.056,26.509,16.639,12.34,18.355,3.105,28.16,9.956,8.948,8.455,51.964,14.526,0,23.443,y
Fen1,23.10033333,58.53633333,5.704666667,21.81533333,6.4596882,2.534003839,3.824120602,43.275,7.203,13.054,35.055,42.46,15.821,50.466,10.31,8.525,51.451,47.094,77.064,15.594,5.631,16.916,23.91,19.361,38.831,1.582,0,15.532,17.604,26.635,21.207,7.626,8.672,13.496,12.661,25.6,9.793,5.369,10.146,11.861,23.926,32.816,53.583,y
Mis18a,26.435,67.01633333,28.84566667,45.789,2.2372434,2.535136498,1.587378809,6.98,50.053,21.756,38.732,41.365,41.473,8.121,38.149,33.035,74.371,72.862,53.816,33.669,29.948,34.588,32.391,46.037,16.706,17.93,36.433,32.174,41.231,46.974,49.162,24.404,32.964,15.656,18.632,18.618,46.188,7.755,25.364,7.343,35.034,87.509,54.42,y
Farp1,7.324666667,18.57566667,6.273,21.59366667,7.5301254,2.536042596,3.442318934,0,10.158,0,43.512,33.277,24.27,8.121,0,13.853,30.403,25.324,0,2.658,0.256,2.02,10.718,28.827,16.593,6.328,12.491,0,21.773,23.729,19.279,9.984,3.279,4.049,31.293,6.284,29.051,23.265,7.327,15.25,0.854,0,2.512,y
Rangap1,111.091,282.4886667,85.197,180.4746667,40.2852072,2.542858258,2.118321851,203.114,117.651,104.428,251.267,220.81,154.988,137.476,103.62,92.177,330.692,213.254,303.52,165.863,115.697,85.588,160.304,151.735,203.75,102.308,47.884,105.399,160.753,183.539,197.132,146.425,113.734,133.883,224.306,113.104,153.743,151.52,99.201,107.317,240.11,63.444,142.331,y
2010012O05Rik,7.298,18.57633333,8.047,13.77633333,20.622966,2.545400566,1.711983762,36.993,6.464,9.283,6.128,18.366,28.263,0,14.435,7.459,33.209,18.215,4.305,7.797,30.204,21.46,9.776,11.33,16.029,15.293,8.848,0,26.869,0,14.46,4.437,11.218,21.594,0.956,7.913,4.08,16.106,37.2,31.065,0.854,0,80.375,y
Tmem160,48.299,123.3596667,78.40766667,124.7223333,7.8666756,2.554083246,1.590690536,135.409,76.095,117.482,120.24,136.143,148.997,31.904,78.36,34.633,132.37,127.064,110.645,70.881,90.101,71.449,102.825,82.178,121.573,85.96,49.966,99.297,143.149,133.175,97.843,65.17,73.306,79.448,175.575,79.592,99.394,93.059,147.11,71.168,94.848,126.889,93.771,y
Gatad1,43.801,111.942,50.967,83.223,2.9592696,2.555695075,1.632880099,39.785,41.002,52.794,58.343,108.762,58.216,23.203,62.378,45.822,93.08,95.076,147.67,62.553,47.098,18.683,49.823,86.05,53.506,44.298,60.896,47.707,81.998,89.59,78.081,31.892,51.172,46.607,67.125,55.621,59.082,16.703,7.327,41.232,56.396,25.159,10.047,y
Blmh,41.923,107.2433333,63.614,112.1596667,4.9681926,2.558102552,1.763128662,69.101,19.393,20.306,98.055,84.668,39.477,13.922,48.975,62.872,101.499,104.85,115.381,47.313,52.729,27.014,86.453,88.488,102.157,58.01,55.17,77.662,91.726,81.842,162.911,21.631,37.236,52.095,70.469,70.283,40.313,79.339,6.764,28.806,64.086,72.195,49.397,y
Fdps,18.203,46.566,21.132,45.26966667,30.7105764,2.558149756,2.142232949,48.161,30.844,12.763,40.08,31.677,30.107,29.003,14.95,10.656,18.242,71.085,50.371,27.998,33.276,28.024,41.931,28.11,42.33,10.02,23.421,29.955,45.863,62.955,26.991,25.513,21.099,19.075,32.965,44.916,35.416,66.812,12.4,32.195,8.545,97.354,69.491,y
Akip1,16.027,41.15466667,8.903,30.19566667,5.9111262,2.567833448,3.39162829,0.698,8.311,0,13.973,28.391,3.84,3.48,4.64,39.961,39.29,48.871,35.303,18.429,16.638,10.099,10.247,29.831,17.271,5.274,11.45,9.985,38.914,21.308,30.365,21.492,19.675,18.355,31.054,30.952,15.342,0.597,17.473,12.991,57.25,91.885,60.281,y
Gins4,21.33566667,54.829,13.30233333,20.267,9.310728,2.5698283,1.523567294,1.396,23.826,73.68,33.707,23.421,24.27,38.864,12.888,12.255,60.806,67.086,36.595,38.985,34.556,20.45,29.328,27.536,31.381,17.403,3.643,18.861,23.163,9.201,28.437,34.249,33.093,25.013,29.143,28.392,23.176,0.597,31,58.742,21.362,10.939,22.605,y
Gcat,10.95766667,28.17533333,5.344333333,17.41366667,0.8094996,2.571289507,3.25834217,17.45,4.617,0,37.751,20.135,4.762,14.502,8.248,10.123,21.984,31.544,30.998,4.076,0.512,3.03,28.15,17.353,11.74,1.055,0,14.978,21.773,21.792,8.676,5.685,4.789,4.589,11.944,23.272,10.609,7.755,7.327,10.167,32.47,17.502,0,y
Clstn1,11.674,30.02966667,8.7,20.68233333,4.2565446,2.57235452,2.377279693,19.544,13.483,6.962,44.37,23.252,26.727,26.103,4.124,4.795,31.339,34.21,24.54,5.671,17.15,29.287,32.391,27.249,24.269,5.801,20.299,0,17.604,21.308,23.135,16.362,19.373,17.365,31.532,31.418,28.725,36.389,6.2,31.63,0,0,1.674,y
Tnfaip8_1,116.799,300.5976667,137.0556667,209.2683333,63.1854468,2.573632195,1.526885669,191.946,94.934,114.581,249.183,208.173,244.693,101.512,125.272,123.613,360.627,291.892,249.274,110.752,71.927,89.88,256.18,177.98,267.866,114.437,110.341,186.389,214.492,257.632,155.681,90.406,78.656,69.551,150.015,139.867,128.119,113.341,137.528,105.058,38.452,99.542,171.634,y
Ptprj,9.75,25.12166667,2.470333333,60.20133333,1.2053538,2.576581197,24.36972069,0,4.987,0,11.889,12.216,13.21,0,17.528,11.722,16.839,40.874,17.652,14.708,8.191,2.272,22.968,12.19,15.465,6.856,0,0.555,60.224,77.483,42.897,1.248,1.769,0.27,6.689,17.454,2.122,0,4.509,9.037,0,0,10.047,y
Ramp1,12.93966667,33.385,54.06066667,82.357,13.0572582,2.580051005,1.523418135,46.765,75.541,50.474,127.227,119.967,98.307,0.58,19.59,18.649,76.242,7.553,16.36,60.604,86.773,70.944,45.111,47.328,38.492,59.592,42.679,59.911,73.659,80.389,93.023,48.392,61.829,50.836,36.787,23.272,59.082,26.248,12.964,73.427,31.616,1.094,48.56,y
Eif1ax,52.327,135.0463333,76.13766667,123.934,25.1582394,2.580815512,1.627761992,48.161,92.533,71.359,110.435,112.132,100.919,40.605,88.67,27.706,100.564,187.042,117.533,70.527,41.211,62.108,88.809,100.965,99.9,72.776,87.96,67.677,128.324,118.162,125.316,66.279,82.971,54.255,67.363,87.039,48.31,49.512,41.146,66.085,59.814,96.26,14.233,y
Gm16279,5.707,14.77066667,10.22033333,20.00533333,0.1808772,2.58816658,1.957405173,0.698,6.649,0.87,13.973,18.955,20.276,4.06,7.733,5.328,17.774,8.886,17.652,1.418,21.245,4.04,15.43,2.438,2.145,17.93,8.848,3.883,31.965,20.339,7.712,10.815,14.152,3.779,11.466,4.189,38.354,23.861,1.691,0,17.09,38.285,1.674,y
Dck,29.079,75.709,26.59133333,100.6896667,36.5579508,2.603562708,3.786559532,3.49,8.865,52.504,89.23,87.279,82.332,0,36.087,51.15,75.306,50.648,101.173,32.783,40.187,23.227,67.844,64.107,90.982,31.642,10.41,37.722,96.359,81.358,124.352,39.795,51.819,41.029,45.864,70.283,52.717,56.671,33.818,24.288,44.433,119.231,26.792,y
Usmg5,85.32133333,222.2383333,116.999,198.2063333,19.0929228,2.604721757,1.694085704,115.168,171.582,145.039,197.091,192.082,231.176,45.245,87.639,123.08,237.612,204.369,224.734,180.039,159.724,184.051,164.073,141.983,208.491,147.661,121.791,81.545,135.737,313.323,145.559,135.748,165.812,117.057,219.528,148.012,143.135,84.111,232.783,208.421,125.609,239.557,166.61,y
Mrpl36,22.613,58.927,46.36733333,80.14333333,22.1708004,2.605890417,1.728443876,57.933,44.327,19.435,54.788,53.918,69.122,13.342,27.323,27.174,76.709,61.755,38.317,76.375,39.163,44.182,37.691,34.133,57.682,62.756,45.281,31.065,64.394,125.91,50.126,15.946,28.347,56.414,54.464,37.003,43.577,45.337,55.237,44.056,23.071,25.159,14.233,y
Ndc1,9.482,24.733,7.545,15.76366667,5.2943646,2.608415946,2.089286504,2.094,17.361,6.092,12.257,14.49,15.053,8.701,14.95,4.795,30.871,8.886,34.442,13.645,10.239,13.381,14.016,7.171,2.37,19.512,3.123,0,14.361,32.93,0,2.219,13.203,12.327,1.911,0,14.362,0,2.818,12.991,0,0,0,y
Ptprv,31.36566667,81.82533333,34.71966667,84.68066667,0.1230558,2.608754795,2.438982709,6.282,9.789,6.962,94.011,65.375,73.423,32.484,21.652,39.961,56.129,94.632,94.715,6.379,18.43,32.821,46.053,38.866,42.782,31.114,36.433,36.612,94.043,97.823,62.176,18.858,18.251,17.545,23.171,10.24,25.624,23.265,45.091,19.204,41.015,86.415,71.165,y
C1galt1c1,8.622,22.599,3.940333333,8.598333333,6.4730316,2.621085595,2.182133491,0,16.253,0,16.792,6.066,12.135,0,7.217,18.649,12.629,29.767,25.401,20.378,7.935,11.614,8.952,8.175,6.886,7.383,0,4.438,6.949,10.17,8.676,4.16,5.523,6.298,2.389,10.473,14.199,31.02,0,0,1.709,0,0,y
Ipmk,12.931,33.93833333,16.43166667,39.63466667,0.4091976,2.624571443,2.412090475,11.168,15.33,36.55,42.899,32.014,22.58,1.16,37.633,0,29,43.539,29.276,19.492,14.078,9.846,47.231,26.102,30.365,4.746,39.556,4.993,64.857,13.56,40.487,22.879,23.817,17.995,30.099,39.796,17.137,12.527,8.455,9.037,26.489,0,31.815,y
Arl2,3.884,10.20466667,10.636,20.918,2.5382112,2.627360111,1.966716811,32.107,16.253,15.664,31.991,6.318,3.533,6.961,3.093,1.598,0.468,14.217,15.929,18.606,11.263,3.535,26.266,20.222,8.805,15.821,0,16.087,22.237,6.296,34.221,9.429,17.431,7.918,25.799,11.636,22.36,15.51,0,1.694,31.616,42.661,0,y
Rad54l,12.38633333,32.62166667,10.54033333,19.481,21.72009,2.633682285,1.848233769,1.396,3.325,5.802,59.078,31.761,18.279,32.484,3.609,1.066,54.258,3.999,39.608,9.392,18.942,1.262,26.737,51.773,26.753,16.876,11.971,2.774,12.971,34.868,10.604,17.194,30.677,10.797,45.148,9.076,37.538,0,0.564,31.63,0,0,6.698,y
Gstt2,21.65466667,57.06866667,19.06866667,61.61466667,25.4206596,2.635398066,3.231199524,51.651,12.744,5.221,109.822,79.697,54.53,46.405,18.559,0,38.822,76.416,55.968,40.402,36.091,58.068,68.315,58.084,68.744,18.458,26.544,12.204,50.496,75.546,58.802,24.127,32.705,24.023,79.785,84.246,78.667,34.599,5.073,11.297,0.854,67.82,65.305,y
1810022K09Rik,21.467,56.59866667,33.29766667,59.46933333,10.2788658,2.636542911,1.78599101,25.825,47.097,39.741,29.539,21.82,8.448,1.74,22.167,40.494,65.484,45.761,58.551,33.846,37.115,42.415,47.585,38.292,25.172,27.423,53.609,18.861,55.129,78.936,44.343,34.11,38.444,25.103,18.871,32.349,46.515,70.988,100.328,20.899,51.269,15.314,12.559,y
Snapc1,16.392,43.23733333,20.164,56.02633333,6.5249226,2.637709452,2.778532698,2.792,61.688,20.596,24.759,23.336,17.665,12.761,26.292,10.123,25.726,21.325,82.661,20.201,38.907,1.515,42.402,45.607,37.138,0,33.31,27.182,37.061,84.747,46.271,41.598,29.944,46.067,39.893,32.814,32.968,44.74,25.364,32.195,111.937,16.408,28.466,y
Atxn1,16.16333333,42.78233333,31.485,47.834,25.4325204,2.646875645,1.519263141,0,13.667,11.023,20.346,27.296,20.89,3.48,24.23,20.78,66.419,39.541,22.387,13.999,9.983,11.866,97.407,57.797,66.148,17.403,59.855,17.197,56.518,47.943,39.041,21.354,22.264,25.103,43.476,56.086,53.696,41.757,43.4,19.204,19.653,14.22,102.98,y
Cd83,31.12733333,82.43066667,65.32566667,190.3863333,41.4327396,2.648176308,2.914418528,0,0,0.29,55.646,25.864,23.194,16.822,52.583,23.977,110.854,82.192,54.246,1.595,0.256,0,18.61,12.047,10.272,42.189,116.066,37.722,164.459,184.023,222.677,8.874,0.086,0.27,0,0,5.223,28.634,15.218,20.899,58.105,175.019,23.443,y
Myo5a,13.85733333,36.72166667,12.41166667,23.71066667,9.9586242,2.649980757,1.910353162,9.074,19.393,2.321,36.403,28.223,34.868,2.32,21.136,18.116,36.484,29.767,43.914,20.91,27.9,13.886,28.268,18.357,25.511,1.582,14.573,21.08,30.575,15.012,25.545,19.551,19.416,14.846,31.532,15.592,33.784,13.124,24.8,37.279,38.452,62.35,14.233,y
Mmd,27.53066667,73.07933333,34.70433333,116.68,17.450202,2.654470166,3.362116163,9.772,8.865,31.329,56.995,62.511,49.922,40.025,33.509,9.058,88.403,54.202,76.633,31.719,9.727,43.677,93.403,76.011,75.743,52.736,36.954,14.423,134.81,56.175,159.055,22.047,13.677,26.363,37.026,53.759,26.93,16.703,18.6,28.241,82.03,27.347,71.165,y
Mapre2,32.87633333,87.38866667,14.85666667,71.703,33.921888,2.658102587,4.82631815,34.201,24.01,13.634,87.024,86.69,80.028,51.046,42.788,4.795,91.209,56.868,114.089,29.416,16.126,40.395,116.253,47.184,105.205,20.567,14.573,9.43,97.749,50.364,66.996,22.463,28.088,17.995,66.886,46.312,59.898,25.651,36.637,6.213,49.56,14.22,125.586,y
Gm15429,3.948666667,10.51233333,9.206666667,14.538,10.9890312,2.662248859,1.579073135,0.698,1.478,11.313,13.973,1.179,10.752,8.701,1.547,1.598,2.806,10.218,18.513,4.784,11.263,3.282,8.363,19.361,5.757,13.711,7.807,6.102,18.994,8.233,16.387,4.576,5.609,2.699,10.988,2.095,1.795,0,3.945,3.389,0.854,1.094,10.884,y
Sec23b,29.57833333,78.78433333,37.448,62.767,5.8844394,2.663582578,1.676110874,61.423,41.741,74.26,71.458,60.826,23.655,0,23.199,65.536,79.983,72.418,83.952,70.35,45.306,28.529,63.721,43.886,40.186,42.716,12.491,57.137,71.806,71.188,45.307,43.4,43.621,49.576,92.923,59.112,53.533,59.057,76.091,25.982,63.232,131.264,64.467,y
Ezh2,64.57133333,172.363,71.716,115.1023333,0.7902258,2.669342433,1.60497425,61.423,70.923,65.848,124.408,139.007,181.561,66.128,72.173,55.413,175.402,175.935,165.752,35.795,37.371,51.252,95.169,132.374,119.992,65.393,59.334,90.421,108.867,158.841,77.599,69.469,45.304,71.71,113.228,144.289,100.211,94.849,21.982,45.751,153.807,56.881,77.863,y
Dhfr,15.51966667,41.441,3.515666667,45.93266667,25.6430496,2.670224875,13.06513701,0,0,19.435,26.72,17.018,44.853,0,9.795,36.764,44.903,62.199,17.221,9.037,6.143,0,8.598,29.831,39.96,10.547,0,0,32.892,66.829,38.077,6.517,7.335,20.244,34.637,5.585,1.632,29.23,20.855,0,46.142,0,27.629,y
Saal1,6.937,18.58166667,16.72666667,26.021,12.37971,2.678631493,1.555659625,9.074,22.533,29.298,41.551,25.19,14.9,0,14.95,5.861,15.903,7.553,32.289,33.669,19.965,17.42,17.314,12.047,10.498,25.313,9.889,14.978,28.722,37.773,11.568,26.484,11.52,26.093,5.972,12.567,23.013,11.334,9.582,2.824,0,14.22,0,y
Nop9,34.598,92.68633333,11.583,62.91733333,0.7220262,2.678950614,5.431868543,64.913,56.886,17.695,50.744,48.863,26.881,52.786,20.105,30.903,86.532,95.52,96.007,43.947,12.798,46.202,38.28,32.842,61.407,3.164,0.52,31.065,70.416,52.786,65.55,24.404,43.708,22.854,37.026,24.203,33.948,18.493,25.927,33.89,53.832,57.975,103.818,y
