"","Feature.ID","rfTestPred","X1","X2"
"366","1700066M21Rik","2",0.066,0.934
"6602","Dleu2","2",0.066,0.934
"7212","Eif4e","2",0.066,0.934
"23021","Havcr2","2",0.066,0.934
"23308","Hnrnpa1","2",0.066,0.934
"23485","Hspa14_1","2",0.066,0.934
"24271","Itm2c","2",0.066,0.934
"24367","Kbtbd4","2",0.066,0.934
"24549","Kif20a","2",0.066,0.934
"25130","Lmf2","2",0.066,0.934
"31151","Pqlc3","2",0.066,0.934
"31457","Psmb2","2",0.066,0.934
"35097","Sumo3","2",0.066,0.934
"38006","Wbp5","2",0.066,0.934
"303","1700037H04Rik","2",0.067,0.933
"2880","Ankrd50","2",0.067,0.933
"4143","C1galt1c1","2",0.067,0.933
"6890","Dus2l","2",0.067,0.933
"8117","Fkbp2","2",0.067,0.933
"23432","Hrsp12","2",0.067,0.933
"23495","Hspa9","2",0.067,0.933
"33818","Slc17a5","2",0.067,0.933
"34653","Spcs3","2",0.067,0.933
"36938","Txnrd1","2",0.067,0.933
"2533","Ahsa1","2",0.068,0.932
"5927","Cutc","2",0.068,0.932
"6661","Dnaaf2","2",0.068,0.932
"8568","Gemin8","2",0.068,0.932
"24143","Ipo11","2",0.068,0.932
"31496","Psmg2","2",0.068,0.932
"31702","Rab11fip4","2",0.068,0.932
"37035","Ube2v1","2",0.068,0.932
"2012","Abcb1a","2",0.069,0.931
"2482","Aga","2",0.069,0.931
"30930","Polr1c","2",0.069,0.931
"32630","Rpia","2",0.069,0.931
"34998","Stk35","2",0.069,0.931
"4684","Ccng2","2",0.07,0.93
"5026","Cep152","2",0.07,0.93
"6253","Dap","2",0.07,0.93
"7207","Eif4a-ps4","2",0.07,0.93
"7214","Eif4e2","2",0.07,0.93
"27226","Mrpl12","2",0.07,0.93
"33113","Saal1","2",0.07,0.93
"35183","Syngr2","2",0.07,0.93
"863","4833439L19Rik","2",0.071,0.929
"1248","4930579G24Rik","2",0.071,0.929
"2696","Aldh7a1","2",0.071,0.929
"2960","Ap3s1","2",0.071,0.929
"6479","Dek","2",0.071,0.929
"28092","Neurl1b","2",0.071,0.929
"30909","Pold1","2",0.071,0.929
"33608","Sh2d2a","2",0.071,0.929
"33797","Slc15a3","2",0.071,0.929
"33905","Slc25a4","2",0.071,0.929
"34206","Smap1","2",0.071,0.929
"35846","Tmem120a","2",0.071,0.929
"36926","Txndc12","2",0.071,0.929
"3413","Atp5k","2",0.072,0.928
"6771","Dok1","2",0.072,0.928
"7418","Ercc6l","2",0.072,0.928
"28299","Nop16","2",0.072,0.928
"30106","Palb2","2",0.072,0.928
"31196","Prelid1","2",0.072,0.928
"31475","Psmd1","2",0.072,0.928
"34851","Srsf9","2",0.072,0.928
"37115","Ufm1","2",0.072,0.928
"2952","Ap2m1","2",0.073,0.927
"4052","Bsg","2",0.073,0.927
"5010","Cenpk","2",0.073,0.927
"24244","Itgal","2",0.073,0.927
"38058","Wdr6","2",0.073,0.927
"3677","Banf1","2",0.074,0.926
"4915","Cdk2ap1","2",0.074,0.926
"7404","Erap1","2",0.074,0.926
"7869","Farp1","2",0.074,0.926
"31187","Prdx2","2",0.074,0.926
"31451","Psma6","2",0.074,0.926
"35179","Syne3","2",0.074,0.926
"36760","Tspan3","2",0.074,0.926
"2674","Alad","2",0.075,0.925
"3297","Asrgl1","2",0.075,0.925
"3391","Atp2a2","2",0.075,0.925
"9945","Gm11974","2",0.075,0.925
"27266","Mrpl51","2",0.075,0.925
"27434","Mtif3","2",0.075,0.925
"28121","Nfil3","2",0.075,0.925
"28644","Ofd1","2",0.075,0.925
"30911","Pold3","2",0.075,0.925
"33939","Slc29a1","2",0.075,0.925
"34073","Slc52a2","2",0.075,0.925
"35442","Tceb3","2",0.075,0.925
"35471","Tcp1","2",0.075,0.925
"4017","Brca1","2",0.076,0.924
"4580","Ccdc47","2",0.076,0.924
"6946","Dynlt3","2",0.076,0.924
"7811","Fam64a","2",0.076,0.924
"27996","Ndufa12","2",0.076,0.924
"31907","Rbbp4","2",0.076,0.924
"33656","Shfm1","2",0.076,0.924
"34790","Spty2d1","2",0.076,0.924
"35810","Tmco1","2",0.076,0.924
"35923","Tmem189","2",0.076,0.924
"35977","Tmem243","2",0.076,0.924
"5272","Clcn5","2",0.077,0.923
"24015","Il1r1","2",0.077,0.923
"28525","Nudt5","2",0.077,0.923
"36228","Tor4a","2",0.077,0.923
"36710","Trpv2","2",0.077,0.923
"5589","Coro1b","2",0.078,0.922
"5864","Ctla4","2",0.078,0.922
"23223","Hist1h4i","2",0.078,0.922
"24067","Immp1l","2",0.078,0.922
"27253","Mrpl4","2",0.078,0.922
"27293","Mrps33","2",0.078,0.922
"31487","Psmd8","2",0.078,0.922
"35291","Taldo1","2",0.078,0.922
"35608","Tfeb","2",0.078,0.922
"3332","Atf6","2",0.079,0.921
"5572","Cops6","2",0.079,0.921
"6938","Dynll2","2",0.079,0.921
"30475","Pgap3","2",0.079,0.921
"31543","Ptgr2","2",0.079,0.921
"34074","Slc52a3","2",0.079,0.921
"1974","Aagab","2",0.08,0.92
"3035","Apoo","2",0.08,0.92
"27256","Mrpl42","2",0.08,0.92
"28502","Nucb2","2",0.08,0.92
"30363","Pdia6","2",0.08,0.92
"30405","Pear1","2",0.08,0.92
"33605","Sh2d1a","2",0.08,0.92
"35103","Supt16","2",0.08,0.92
"35964","Tmem230","2",0.08,0.92
"483","1810022K09Rik","2",0.081,0.919
"4378","Capza2","2",0.081,0.919
"5977","Cyb5r3","2",0.081,0.919
"23244","Hivep3_1","2",0.081,0.919
"30814","Plk4","2",0.081,0.919
"34314","Snapc1","2",0.081,0.919
"7157","Ehbp1l1","2",0.082,0.918
"22731","Grhl1","2",0.082,0.918
"30864","Pnkd","2",0.082,0.918
"35719","Timm23","2",0.082,0.918
"35866","Tmem138","2",0.082,0.918
"3650","B9d2","2",0.083,0.917
"4180","C2cd2","2",0.083,0.917
"5822","Cst3","2",0.083,0.917
"6150","D1Ertd622e","2",0.083,0.917
"23038","Hbs1l","2",0.083,0.917
"23301","Hn1l","2",0.083,0.917
"27097","Mns1","2",0.083,0.917
"31016","Ppat","2",0.083,0.917
"33087","S100a10","2",0.083,0.917
"38019","Wdr1","2",0.083,0.917
"7410","Erc1","2",0.084,0.916
"23583","Idh2","2",0.084,0.916
"24537","Kif13a","2",0.084,0.916
"24575","Kifc1","2",0.084,0.916
"25642","Mb21d1","2",0.084,0.916
"25850","Mettl9","2",0.084,0.916
"28548","Nup37","2",0.084,0.916
"34796","Srbd1","2",0.084,0.916
"3168","Arl3","2",0.085,0.915
"8428","Galm","2",0.085,0.915
"24927","Lats1","2",0.085,0.915
"25175","Lpgat1","2",0.085,0.915
"27589","Myl12a","2",0.085,0.915
"28504","Nudc","2",0.085,0.915
"6494","Denr","2",0.086,0.914
"24132","Ints6","2",0.086,0.914
"27186","Mrfap1","2",0.086,0.914
"27544","Mxd4","2",0.086,0.914
"35441","Tceb2","2",0.086,0.914
"7","0610009D07Rik","2",0.087,0.913
"28144","Ngfrap1","2",0.087,0.913
"31941","Rbm3","2",0.087,0.913
"34009","Slc38a1","2",0.087,0.913
"36230","Tox2","2",0.087,0.913
"4660","Ccl5","2",0.088,0.912
"5338","Clic1","2",0.088,0.912
"5978","Cyb5r4","2",0.088,0.912
"30078","Pacsin2","2",0.088,0.912
"30205","Pbx3","2",0.088,0.912
"30423","Per1","2",0.088,0.912
"33444","Serinc3","2",0.088,0.912
"33714","Sirt5","2",0.088,0.912
"36070","Tmem97","2",0.088,0.912
"4720","Cct5","2",0.089,0.911
"7848","Fam96a","2",0.089,0.911
"8012","Fdxr","2",0.089,0.911
"25012","Leo1","2",0.089,0.911
"26629","Mkrn2","2",0.089,0.911
"27162","Mpp6","2",0.089,0.911
"27909","Nasp","2",0.089,0.911
"31019","Ppcs","2",0.089,0.911
"36674","Troap","2",0.089,0.911
"75","1190007I07Rik","2",0.09,0.91
"2972","Apaf1","2",0.09,0.91
"4918","Cdk4","2",0.09,0.91
"5603","Cox18","2",0.09,0.91
"5814","Csrp1","2",0.09,0.91
"5961","Cxx1a","2",0.09,0.91
"7556","F2r","2",0.09,0.91
"22925","H2-Eb1","2",0.09,0.91
"27993","Ndufa1","2",0.09,0.91
"30128","Papd7","2",0.09,0.91
"33776","Slc10a7","2",0.09,0.91
"35390","Tbcb","2",0.09,0.91
"37200","Uqcrc1","2",0.09,0.91
"2318","Adam10","2",0.091,0.909
"4364","Capn2","2",0.091,0.909
"5621","Cox7c","2",0.091,0.909
"7645","Fam129b","2",0.091,0.909
"8587","Gga2","2",0.091,0.909
"27333","Msh6","2",0.091,0.909
"27865","Nacc1","2",0.091,0.909
"27924","Nbas","2",0.091,0.909
"28250","Nme1","2",0.091,0.909
"33064","Runx3","2",0.091,0.909
"33217","Sccpdh","2",0.091,0.909
"33356","Sec23b","2",0.091,0.909
"37226","Usp1","2",0.091,0.909
"25321","Lsm3","2",0.092,0.908
"27255","Mrpl41","2",0.092,0.908
"5711","Creld2","2",0.093,0.907
"27568","Myef2","2",0.093,0.907
"30491","Pgm2","2",0.093,0.907
"33882","Slc25a19","2",0.093,0.907
"37340","Vcp","2",0.093,0.907
"1967","Aaas","2",0.094,0.906
"2597","Ak2","2",0.094,0.906
"4868","Cdca7l","2",0.094,0.906
"5712","Crem","2",0.094,0.906
"28279","Noc4l","2",0.094,0.906
"30954","Polr3h","2",0.094,0.906
"33666","Shmt1","2",0.094,0.906
"34650","Spcs1","2",0.094,0.906
"36371","Trappc12","2",0.094,0.906
"37037","Ube2w","2",0.094,0.906
"4106","Bzw1","2",0.095,0.905
"5870","Ctnnbip1","2",0.095,0.905
"23587","Idi1","2",0.095,0.905
"25761","Med29","2",0.095,0.905
"25812","Metap2","2",0.095,0.905
"28503","Nucks1","2",0.095,0.905
"31450","Psma5","2",0.095,0.905
"33068","Ruvbl2","2",0.095,0.905
"34502","Snx19","2",0.095,0.905
"35715","Timm17a","2",0.095,0.905
"35721","Timm50","2",0.095,0.905
"2184","Acad9","2",0.096,0.904
"4475","Cby1","2",0.096,0.904
"22823","Gstp1","2",0.096,0.904
"24566","Kif4","2",0.096,0.904
"27202","Mrgpre","2",0.096,0.904
"27243","Mrpl3","2",0.096,0.904
"28409","Nrarp","2",0.096,0.904
"30931","Polr1d","2",0.096,0.904
"31464","Psmb7","2",0.096,0.904
"31812","Ralb","2",0.096,0.904
"31960","Rbm8a","2",0.096,0.904
"34899","St13","2",0.096,0.904
"5220","Ciapin1","2",0.097,0.903
"7530","Exosc3","2",0.097,0.903
"14782","Gm20458","2",0.097,0.903
"24533","Khsrp","2",0.097,0.903
"28006","Ndufa9","2",0.097,0.903
"31479","Psmd13","2",0.097,0.903
"2214","Acer3","2",0.098,0.902
"5048","Cep89","2",0.098,0.902
"5831","Cstf2","2",0.098,0.902
"25323","Lsm5","2",0.098,0.902
"30923","Polk","2",0.098,0.902
"31027","Ppfibp1","2",0.098,0.902
"31034","Ppie","2",0.098,0.902
"34474","Snrpb2","2",0.098,0.902
"825","4632419I22Rik","2",0.099,0.901
"3840","Bcap29","2",0.099,0.901
"7233","Elavl1","2",0.099,0.901
"27149","Mphosph6","2",0.099,0.901
"30459","Pfkl","2",0.099,0.901
"31447","Psma2","2",0.099,0.901
"33873","Slc25a10","2",0.099,0.901
"37261","Usp39","2",0.099,0.901
"3155","Arl1","2",0.1,0.9
"8320","Fuom","2",0.1,0.9
"8676","Glipr1","2",0.1,0.9
"30805","Plin2","2",0.1,0.9
"30917","Pole3","2",0.1,0.9
"31488","Psmd9","2",0.1,0.9
"37051","Ublcp1","2",0.1,0.9
"3406","Atp5f1","2",0.101,0.899
"3765","BC030867","2",0.101,0.899
"4717","Cct3","2",0.101,0.899
"25210","Lrp10","2",0.101,0.899
"25948","Minos1","2",0.101,0.899
"27158","Mpp2","2",0.101,0.899
"27282","Mrps2","2",0.101,0.899
"28022","Ndufb7","2",0.101,0.899
"31492","Psme3","2",0.101,0.899
"2055","Abhd17a","2",0.102,0.898
"5359","Clns1a","2",0.102,0.898
"5362","Clpb","2",0.102,0.898
"7283","Emd","2",0.102,0.898
"8630","Gipc1","2",0.102,0.898
"8867","Gm10259","2",0.102,0.898
"24903","Lamtor4","2",0.102,0.898
"25508","Man2b2","2",0.102,0.898
"32293","Rnf115","2",0.102,0.898
"35716","Timm17b","2",0.102,0.898
"38217","Xpo5","2",0.102,0.898
"38523","Zfp367","2",0.102,0.898
"602","2310045N01Rik","2",0.103,0.897
"3084","Arhgap10","2",0.103,0.897
"6596","Dkkl1","2",0.103,0.897
"7857","Fancd2","2",0.103,0.897
"25649","Mbd4","2",0.103,0.897
"31213","Prim2","2",0.103,0.897
"33738","Skap2","2",0.103,0.897
"467","1810009A15Rik","2",0.104,0.896
"5829","Cstb","2",0.104,0.896
"8604","Ghitm","2",0.104,0.896
"8664","Glb1l","2",0.104,0.896
"22700","Gpsm2","2",0.104,0.896
"28023","Ndufb8","2",0.104,0.896
"34211","Smarca5","2",0.104,0.896
"38671","Zfp703","2",0.104,0.896
"3","0610007P14Rik","2",0.105,0.895
"5044","Cep76","2",0.105,0.895
"5613","Cox6b1","2",0.105,0.895
"6094","Cyp51","2",0.105,0.895
"24135","Ints9","2",0.105,0.895
"31459","Psmb4","2",0.105,0.895
"31966","Rbmxl1","2",0.105,0.895
"33327","Sdhb","2",0.105,0.895
"33355","Sec23a","2",0.105,0.895
"38289","Zbed3","2",0.105,0.895
"38545","Zfp414","2",0.105,0.895
"3407","Atp5g1","2",0.106,0.894
"6266","Dazap2","2",0.106,0.894
"7192","Eif3b","2",0.106,0.894
"22846","Gtf2h5","2",0.106,0.894
"23481","Hsp90b1","2",0.106,0.894
"24731","Kntc1","2",0.106,0.894
"24855","Krtcap2","2",0.106,0.894
"30858","Pmpca","2",0.106,0.894
"35669","Thg1l","2",0.106,0.894
"35851","Tmem126a","2",0.106,0.894
"38587","Zfp52","2",0.106,0.894
"2714","Alg8","2",0.107,0.893
"3863","Bcl2l1","2",0.107,0.893
"5242","Cited2","2",0.107,0.893
"5695","Crcp","2",0.107,0.893
"6825","Dpysl2","2",0.107,0.893
"8560","Gdpd5","2",0.107,0.893
"22529","Golph3","2",0.107,0.893
"23719","Ighm","2",0.107,0.893
"24058","Il9r","2",0.107,0.893
"25122","Lman2","2",0.107,0.893
"35615","Tfpi","2",0.107,0.893
"3362","Atl3","2",0.108,0.892
"5250","Ckb","2",0.108,0.892
"5496","Coil","2",0.108,0.892
"6357","Ddx1","2",0.108,0.892
"7642","Fam126a","2",0.108,0.892
"23290","Hmgn5","2",0.108,0.892
"27893","Nap1l1","2",0.108,0.892
"31008","Ppapdc1b","2",0.108,0.892
"31471","Psmc3ip","2",0.108,0.892
"33417","Sephs1","2",0.108,0.892
"34473","Snrpb","2",0.108,0.892
"34873","Ssr2","2",0.108,0.892
"37112","Ufc1","2",0.108,0.892
"37310","Vamp5","2",0.108,0.892
"2279","Actg2","2",0.109,0.891
"2743","Als2","2",0.109,0.891
"3854","Bckdk","2",0.109,0.891
"4705","Ccr5","2",0.109,0.891
"4945","Cdkn3","2",0.109,0.891
"5984","Cycs","2",0.109,0.891
"6686","Dnajb11","2",0.109,0.891
"23248","Hk2","2",0.109,0.891
"25632","Matn2","2",0.109,0.891
"30139","Paqr4","2",0.109,0.891
"30596","Pigl","2",0.109,0.891
"31787","Rad23b","2",0.109,0.891
"31841","Rap1gap2","2",0.109,0.891
"32274","Rnaseh2a","2",0.109,0.891
"33219","Scd2","2",0.109,0.891
"36208","Tomm6","2",0.109,0.891
"37272","Usp5","2",0.109,0.891
"4037","Brip1","2",0.11,0.89
"4355","Cap1","2",0.11,0.89
"7861","Fancg","2",0.11,0.89
"29971","Osbp","2",0.11,0.89
"31071","Ppp1r14b","2",0.11,0.89
"35222","Szrd1","2",0.11,0.89
"37049","Ubl5","2",0.11,0.89
"38047","Wdr46","2",0.11,0.89
"5570","Cops4","2",0.111,0.889
"6939","Dynlrb1","2",0.111,0.889
"21919","Gm8325","2",0.111,0.889
"36256","Tpm4","2",0.111,0.889
"5019","Cenpw","2",0.112,0.888
"5611","Cox6a1","2",0.112,0.888
"23045","Hcls1","2",0.112,0.888
"23498","Hspb11","2",0.112,0.888
"30944","Polr2l","2",0.112,0.888
"33915","Slc25a5","2",0.112,0.888
"36137","Tnfrsf1b","2",0.112,0.888
"2644","Akt1","2",0.113,0.887
"3659","Bag1","2",0.113,0.887
"25645","Mbd2","2",0.113,0.887
"28074","Nelfcd","2",0.113,0.887
"32377","Rnps1","2",0.113,0.887
"35875","Tmem14c","2",0.113,0.887
"2884","Ankrd55","2",0.114,0.886
"7310","Endod1","2",0.114,0.886
"35722","Timm8a1","2",0.114,0.886
"3692","Baz1a","2",0.115,0.885
"6584","Dis3","2",0.115,0.885
"23300","Hn1","2",0.115,0.885
"24909","Lap3","2",0.115,0.885
"27407","Mtch1","2",0.115,0.885
"30451","Pfdn1","2",0.115,0.885
"31536","Ptges3","2",0.115,0.885
"32615","Rpa2","2",0.115,0.885
"35619","Tfrc","2",0.115,0.885
"36587","Trim28","2",0.115,0.885
"28000","Ndufa4","2",0.116,0.884
"31458","Psmb3","2",0.116,0.884
"33493","Serpinb6a","2",0.116,0.884
"35416","Tbx21","2",0.116,0.884
"37109","Ucp2","2",0.116,0.884
"38396","Zdhhc3","2",0.116,0.884
"516","2010012O05Rik","2",0.117,0.883
"3922","Bhlhe40","2",0.117,0.883
"6365","Ddx21","2",0.117,0.883
"8501","Gbp2b","2",0.117,0.883
"24738","Kpnb1","2",0.117,0.883
"34084","Slc5a6","2",0.117,0.883
"34216","Smarcc1","2",0.117,0.883
"1979","Aar2","2",0.118,0.882
"20937","Gm5559","2",0.118,0.882
"23312","Hnrnpab","2",0.118,0.882
"28524","Nudt4","2",0.118,0.882
"36042","Tmem65","2",0.118,0.882
"2735","Alox8","2",0.119,0.881
"3872","Bcl6","2",0.119,0.881
"5622","Cox8a","2",0.119,0.881
"22485","Gnb2","2",0.119,0.881
"27232","Mrpl18","2",0.119,0.881
"27273","Mrps11","2",0.119,0.881
"27425","Mthfd1","2",0.119,0.881
"32370","Rnh1","2",0.119,0.881
"33323","Sdf4","2",0.119,0.881
"5117","Chchd2","2",0.12,0.88
"5586","Coq9","2",0.12,0.88
"7062","Ech1","2",0.12,0.88
"24101","Ino80e","2",0.12,0.88
"30486","Pglyrp1","2",0.12,0.88
"34068","Slc4a8","2",0.12,0.88
"4520","Ccdc14","2",0.121,0.879
"6532","Dhcr7","2",0.121,0.879
"27426","Mthfd1l","2",0.121,0.879
"28172","Nipa2","2",0.121,0.879
"30322","Pde12","2",0.121,0.879
"31001","Ppa1","2",0.121,0.879
"31340","Prps2","2",0.121,0.879
"34823","Srp54c","2",0.121,0.879
"35401","Tbl2","2",0.121,0.879
"37157","Umps","2",0.121,0.879
"5428","Cnih1","2",0.122,0.878
"22986","Hadh","2",0.122,0.878
"23578","Id2","2",0.122,0.878
"27228","Mrpl14","2",0.122,0.878
"27269","Mrpl54","2",0.122,0.878
"30747","Plcb4","2",0.122,0.878
"31060","Ppp1ca","2",0.122,0.878
"35115","Surf4","2",0.122,0.878
"4723","Cct7","2",0.123,0.877
"4838","Cdc25c","2",0.123,0.877
"5135","Chek1","2",0.123,0.877
"7055","Ebna1bp2","2",0.123,0.877
"23173","Hist1h1b","2",0.123,0.877
"25165","Lpar2","2",0.123,0.877
"30440","Pex16","2",0.123,0.877
"32819","Rpn1","2",0.123,0.877
"34479","Snrpe","2",0.123,0.877
"7086","Edf1","2",0.124,0.876
"7269","Elp5","2",0.124,0.876
"8663","Glb1","2",0.124,0.876
"23453","Hsd17b12","2",0.124,0.876
"36861","Ttn","2",0.124,0.876
"5862","Ctla2a","2",0.125,0.875
"7877","Fasn","2",0.125,0.875
"27116","Mogs","2",0.125,0.875
"27567","Myd88","2",0.125,0.875
"30254","Pcdhga9","2",0.125,0.875
"31321","Prpf19","2",0.125,0.875
"8316","Fuca2","2",0.126,0.874
"8590","Ggct","2",0.126,0.874
"24490","Kctd5","2",0.126,0.874
"24503","Kdm2b","2",0.126,0.874
"28508","Nudt1","2",0.126,0.874
"30833","Plxdc1","2",0.126,0.874
"33736","Ska3","2",0.126,0.874
"5875","Ctps","2",0.127,0.873
"25151","Loh12cr1","2",0.127,0.873
"34517","Snx5","2",0.127,0.873
"37198","Uqcr11","2",0.127,0.873
"4706","Ccr6","2",0.128,0.872
"8071","Fgfr1op","2",0.128,0.872
"22701","Gpsm3","2",0.128,0.872
"25818","Metrn","2",0.128,0.872
"25871","Mfsd10","2",0.128,0.872
"31480","Psmd14","2",0.128,0.872
"33735","Ska2","2",0.128,0.872
"69","1110059G10Rik","2",0.129,0.871
"5601","Cox16","2",0.129,0.871
"8331","Fuz","2",0.129,0.871
"8627","Gins3","2",0.129,0.871
"22841","Gtf2f2","2",0.129,0.871
"30702","Pkp3","2",0.129,0.871
"30970","Pop1","2",0.129,0.871
"33294","Scpep1","2",0.129,0.871
"36978","Uap1","2",0.129,0.871
"1401","4933427D14Rik","2",0.13,0.87
"3412","Atp5j2","2",0.13,0.87
"4104","Bysl","2",0.13,0.87
"4316","Calm2","2",0.13,0.87
"4426","Casp7","2",0.13,0.87
"7527","Exosc1","2",0.13,0.87
"23246","Hjurp","2",0.13,0.87
"25715","Mdfic","2",0.13,0.87
"31658","Pygb","2",0.13,0.87
"32029","Reep5","2",0.13,0.87
"7023","E430025E21Rik","2",0.131,0.869
"22971","H2afz","2",0.131,0.869
"25626","Mastl","2",0.131,0.869
"25720","Mdh1","2",0.131,0.869
"30893","Poc1a","2",0.131,0.869
"3074","Arfgap3","2",0.132,0.868
"27259","Mrpl45","2",0.132,0.868
"27447","Mtmr9","2",0.132,0.868
"28262","Nmral1","2",0.132,0.868
"33316","Sdcbp","2",0.132,0.868
"35700","Ticrr","2",0.132,0.868
"36004","Tmem33","2",0.132,0.868
"5018","Cenpv","2",0.133,0.867
"5971","Cyb561d2","2",0.133,0.867
"7538","Ext2","2",0.133,0.867
"25377","Lyar","2",0.133,0.867
"28564","Nutf2","2",0.133,0.867
"36952","U2af1","2",0.133,0.867
"5617","Cox7a2","2",0.134,0.866
"7187","Eif2s1","2",0.134,0.866
"24275","Itpk1","2",0.134,0.866
"31993","Rcl1","2",0.134,0.866
"36013","Tmem41b","2",0.134,0.866
"2060","Abhd4","2",0.135,0.865
"3049","Aqp3","2",0.135,0.865
"3432","Atp6v1a","2",0.135,0.865
"4979","Cebpa","2",0.135,0.865
"6283","Dcaf11","2",0.135,0.865
"31739","Rab3d","2",0.135,0.865
"35820","Tmed2","2",0.135,0.865
"72","1190002N15Rik","2",0.136,0.864
"888","4921524J17Rik","2",0.136,0.864
"2035","Abcf1","2",0.136,0.864
"8714","Glud1","2",0.136,0.864
"31920","Rbl1","2",0.136,0.864
"32053","Rer1","2",0.136,0.864
"33635","Sh3rf1","2",0.136,0.864
"37345","Vdac3","2",0.136,0.864
"38864","Znhit2","2",0.136,0.864
"3298","Ass1","2",0.137,0.863
"4175","C230052I12Rik","2",0.137,0.863
"6352","Ddost","2",0.137,0.863
"8372","G6pc3","2",0.137,0.863
"35440","Tceb1","2",0.137,0.863
"35916","Tmem183a","2",0.137,0.863
"4067","Btbd19","2",0.138,0.862
"6146","D17Wsu104e","2",0.138,0.862
"8536","Gcsh","2",0.138,0.862
"25564","Mapk1","2",0.138,0.862
"28451","Nsl1","2",0.138,0.862
"30450","Pfas","2",0.138,0.862
"30592","Pigf","2",0.138,0.862
"31987","Rcbtb2","2",0.138,0.862
"33364","Sec61a1","2",0.138,0.862
"34511","Snx3","2",0.138,0.862
"44","1110008L16Rik","2",0.139,0.861
"3115","Arhgdia","2",0.139,0.861
"3815","BC056474","2",0.139,0.861
"5448","Cnot6","2",0.139,0.861
"24345","Kars","2",0.139,0.861
"25725","Mdm1","2",0.139,0.861
"30968","Pon2","2",0.139,0.861
"31035","Ppif","2",0.139,0.861
"31796","Rad54b","2",0.139,0.861
"22987","Hadha","2",0.14,0.86
"23326","Hnrnpul1","2",0.14,0.86
"25878","Mfsd5","2",0.14,0.86
"31051","Ppm1g","2",0.14,0.86
"35577","Tex2","2",0.14,0.86
"35718","Timm22","2",0.14,0.86
"37362","Vill","2",0.14,0.86
"27604","Mynn","2",0.141,0.859
"28455","Nsmce4a","2",0.141,0.859
"30453","Pfdn4","2",0.141,0.859
"31533","Ptger4","2",0.141,0.859
"31567","Ptplb","2",0.141,0.859
"32359","Rnf41","2",0.141,0.859
"32621","Rpe","2",0.141,0.859
"35724","Timm8b","2",0.141,0.859
"3264","Ascc2","2",0.142,0.858
"5551","Commd3","2",0.142,0.858
"5772","Cs","2",0.142,0.858
"5777","Csf1","2",0.142,0.858
"7473","Etfa","2",0.142,0.858
"25134","Lmnb2","2",0.142,0.858
"30061","Pa2g4","2",0.142,0.858
"33141","Samsn1","2",0.142,0.858
"38285","Zap70","2",0.142,0.858
"1721","9530068E07Rik","2",0.143,0.857
"2577","Aifm1","2",0.143,0.857
"4118","C030034L19Rik","2",0.143,0.857
"30862","Pmvk","2",0.143,0.857
"31782","Rad17","2",0.143,0.857
"2057","Abhd17c","2",0.144,0.856
"5615","Cox6c","2",0.144,0.856
"5806","Csnk2b","2",0.144,0.856
"28193","Nkg7","2",0.144,0.856
"2194","Acat1","2",0.145,0.855
"3837","BC147527","2",0.145,0.855
"6306","Dclk2","2",0.145,0.855
"7946","Fbxo4","2",0.145,0.855
"8625","Gins1","2",0.145,0.855
"8687","Glod4","2",0.145,0.855
"22778","Grsf1","2",0.145,0.855
"27144","Mpdu1","2",0.145,0.855
"31037","Ppih","2",0.145,0.855
"35062","Sub1","2",0.145,0.855
"22538","Gorasp2","2",0.146,0.854
"23491","Hspa4","2",0.146,0.854
"31452","Psma7","2",0.146,0.854
"34467","Snrnp40","2",0.146,0.854
"35813","Tmco4","2",0.146,0.854
"3166","Arl2","2",0.147,0.853
"4600","Ccdc69","2",0.147,0.853
"4829","Cdc123","2",0.147,0.853
"5653","Cpne3","2",0.147,0.853
"7337","Entpd1","2",0.147,0.853
"25120","Lman1","2",0.147,0.853
"31121","Ppp2r4","2",0.147,0.853
"33552","Sf3b4","2",0.147,0.853
"1825","A430093F15Rik","2",0.148,0.852
"7491","Etv6","2",0.148,0.852
"7923","Fbxl8","2",0.148,0.852
"8220","Foxk2","2",0.148,0.852
"8333","Fxn","2",0.148,0.852
"30564","Phyh","2",0.148,0.852
"31083","Ppp1r2","2",0.148,0.852
"33979","Slc35b2","2",0.148,0.852
"34042","Slc43a2","2",0.148,0.852
"35552","Terf1","2",0.148,0.852
"709","2700060E02Rik","2",0.149,0.851
"3210","Arpc5l","2",0.149,0.851
"7210","Eif4a3","2",0.149,0.851
"8554","Gdi2","2",0.149,0.851
"8699","Glrx3","2",0.149,0.851
"24186","Irf5","2",0.149,0.851
"27262","Mrpl48","2",0.149,0.851
"28626","Ocel1","2",0.149,0.851
"32157","Rhog","2",0.149,0.851
"4451","Cbfb","2",0.15,0.85
"5460","Cnrip1","2",0.15,0.85
"25497","Maml2","2",0.15,0.85
"27534","Mutyh","2",0.15,0.85
"27844","Naa10","2",0.15,0.85
"32614","Rpa1","2",0.15,0.85
"35428","Tcea1","2",0.15,0.85
"2726","Alms1","2",0.151,0.849
"3721","BC004004","2",0.151,0.849
"27427","Mthfd2","2",0.151,0.849
"30662","Pithd1","2",0.151,0.849
"33366","Sec61b","2",0.151,0.849
"34703","Spink10","2",0.151,0.849
"38364","Zcchc17","2",0.151,0.849
"4731","Cd160","2",0.152,0.848
"6340","Ddb1","2",0.152,0.848
"30360","Pdia3","2",0.152,0.848
"30854","Pmm1","2",0.152,0.848
"33888","Slc25a24","2",0.152,0.848
